recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-16	2019-05-16	PT	Portugal	160	54	317706	121022	566	45
rd2	Last 2 days	2019-05-15	2019-05-16	PT	Portugal	174	58	811804	284886	1649	97
rd3	Last 3 days	2019-05-14	2019-05-16	PT	Portugal	183	62	1430664	536194	3138	269
rd4	Last 4 days	2019-05-13	2019-05-16	PT	Portugal	198	69	1833600	718558	4156	446
rd5	Last 5 days	2019-05-12	2019-05-16	PT	Portugal	206	73	2016429	794222	4632	516
rd6	Last 6 days	2019-05-11	2019-05-16	PT	Portugal	239	79	2260369	893805	5441	686
rw1	Last week	2019-05-10	2019-05-16	PT	Portugal	248	84	2528531	992917	6406	841
rw2	Last 2 weeks	2019-05-03	2019-05-16	PT	Portugal	368	127	6922793	3007283	17536	2964
rw3	Last 3 weeks	2019-04-26	2019-05-16	PT	Portugal	888	199	11650641	5129235	36096	7061
rw4	Last 4 weeks	2019-04-19	2019-05-16	PT	Portugal	1259	283	14662535	6320252	44180	8131
rm1	Last month	2019-04-17	2019-05-16	PT	Portugal	1442	307	15726527	6770594	46797	8387
rm2	Last 2 months	2019-03-18	2019-05-16	PT	Portugal	3294	888	37377644	15023088	119386	17993
rm3	Last 3 months	2019-02-16	2019-05-16	PT	Portugal	3827	1067	47199058	18872566	151701	22425
rm6	Last 6 months	2019-01-01	2019-05-16	PT	Portugal	4055	1116	49328481	19667859	159229	23302
