country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
EE	Estonia	harju_county	Harju County	2153	506	5158397	1836322	27892	3729
EE	Estonia	tartu_county	Tartu County	1734	382	658104	229810	3247	411
EE	Estonia	parnu_county	Pärnu County	1318	272	316953	108000	1992	256
EE	Estonia	laane_viru_county	Lääne-Viru County	1122	227	275816	68024	1603	21
EE	Estonia	ida_viru_county	Ida-Viru County	1190	263	121155	37362	1227	43
EE	Estonia	viljandi_county	Viljandi County	1132	230	85565	24514	1040	17
EE	Estonia	jarva_county	Järva County	974	189	52236	18584	649	4
EE	Estonia	voru_county	Võru County	983	201	49778	12001	319	7
EE	Estonia	saare_county	Saare County	922	185	32134	10467	357	5
EE	Estonia	laane_county	Lääne County	922	184	31459	13066	244	3
EE	Estonia	polva_county	Põlva County	817	164	15105	3667	154	2
EE	Estonia	rapla_county	Rapla County	906	193	14641	3983	267	4
EE	Estonia	jogeva_county	Jõgeva County	884	168	7681	2418	46	3
EE	Estonia	valga_county	Valga County	858	179	6280	2100	39	3
EE	Estonia	hiiu_county	Hiiu County	602	128	1368	359	4	0
