advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
INBOX	New Digital Media	369693523475596	Facebook	EL	Greece	68	1	7819520	3450639	11522	1199
Kyriakos Mitsotakis	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	34848567724	Facebook	EL	Greece	39	1	7551505	3291047	21047	4397
To Potami	To Potami	240638659452549	Facebook	EL	Greece	19	1	7053664	3249905	37471	9197
ΣΥ.ΡΙΖ.Α.	ΣΥ.ΡΙΖ.Α.	31895177275	Facebook	EL	Greece	17	1	6646208	3108247	38461	9494
Κίνημα Αλλαγής	Κίνημα Αλλαγής	504891253213373	Facebook	EL	Greece	34	1	6085115	2578376	11758	3197
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	EL	Greece	22	1	5998203	2809215	8974	2799
Ομάδα Μνήμης	In Progress	230319800467420	Facebook	EL	Greece	7	1	4696882	2198544	26975	5996
Ρένα Δούρου	Ρένα Δούρου	225197477683663	Facebook	EL	Greece	70	1	4638930	1830000	25330	4700
European Parliament	European Parliament	178362315106	Facebook	EL	Greece	18	1	4388173	1920780	16844	3871
Παύλος Γερουλάνος	Παύλος Γερουλάνος	196882087005924	Facebook	EL	Greece	52	1	3696948	1582000	14948	2999
Kostas Dervos	Kostas Dervos	1970779819866623	Facebook	EL	Greece	50	1	3122836	1037305	7844	999
Thodoris Kalabokis	Thodoris Kalabokis	311791572779718	Facebook	EL	Greece	19	1	3058127	1354195	13872	3597
Θοδωρής Ζαγοράκης / Thodoris Zagorakis	Θοδωρής Ζαγοράκης / Thodoris Zagorakis	235332330007800	Facebook	EL	Greece	5	1	2997507	1298936	3991	1698
Ζωή Κωνσταντοπούλου - Zoe Konstantopoulou	Πλεύση Ελευθερίας	1489639131352219	Facebook	EL	Greece	37	1	2907634	1044172	5758	799
