spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	PT	Portugal	19	7	258658	66610	837	0
50_100	50 - 100	PT	Portugal	19	7	807	207	2	0
100_1k	100 - 1k	PT	Portugal	5	4	557124	232074	1159	511
