country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SE	Sweden	f	female	10849	1907	100659016	34042212	863026	214450
SE	Sweden	m	male	10088	1850	84662664	28790898	736120	181412
SE	Sweden	u	unknown	9137	1759	2437824	815968	20242	4873
