recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-15	2019-05-15	SE	Sweden	1966	322	6621972	2137829	61985	14975
rd2	Last 2 days	2019-05-14	2019-05-15	SE	Sweden	2103	335	13955449	4482751	131984	31715
rd3	Last 3 days	2019-05-13	2019-05-15	SE	Sweden	2268	357	20403917	6586501	194638	46917
rd4	Last 4 days	2019-05-12	2019-05-15	SE	Sweden	2405	380	25794221	8352381	247387	60272
rd5	Last 5 days	2019-05-11	2019-05-15	SE	Sweden	2520	396	30825047	9968361	292936	71799
rd6	Last 6 days	2019-05-10	2019-05-15	SE	Sweden	2711	407	37131642	12088276	353035	86257
rw1	Last week	2019-05-09	2019-05-15	SE	Sweden	2864	417	43030162	14048332	411548	103128
rw2	Last 2 weeks	2019-05-02	2019-05-15	SE	Sweden	3596	514	67054844	22036083	605779	149976
rw3	Last 3 weeks	2019-04-25	2019-05-15	SE	Sweden	4330	629	76400035	25073207	683317	170143
rw4	Last 4 weeks	2019-04-18	2019-05-15	SE	Sweden	4763	763	82158832	27107720	725130	181195
rm1	Last month	2019-04-16	2019-05-15	SE	Sweden	4902	815	83847940	27686889	738209	184518
rm2	Last 2 months	2019-03-17	2019-05-15	SE	Sweden	7559	1502	124236439	42121242	1102168	274470
rm3	Last 3 months	2019-02-15	2019-05-15	SE	Sweden	8896	1726	151081291	51718358	1290212	320324
rm6	Last 6 months	2019-01-01	2019-05-15	SE	Sweden	9465	1786	163647994	56049862	1393475	346155
