country_code_filter	country_name_filter	age_code	age_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
HR	Croatia	13_17	13-17	379	142	411511	153952	875	35
HR	Croatia	18_24	18-24	2536	661	8695506	3252473	27046	3463
HR	Croatia	25_34	25-34	2818	732	10562235	4098789	34568	4518
HR	Croatia	35_44	35-44	2770	719	8166957	3084587	27767	3256
HR	Croatia	45_54	45-54	2664	690	6164764	2142479	22487	2012
HR	Croatia	55_64	55-64	2082	639	3977222	1252895	16328	908
HR	Croatia	65_	65+	1792	568	2224576	705084	9716	591
