age_code_filter	age_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
35_44	35-44	HR	Croatia	European Parliament		178362315106	Facebook	28	1	2034218	977495	6592	1492
35_44	35-44	HR	Croatia	SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	56	1	581693	227532	1224	64
35_44	35-44	HR	Croatia	Valter Flego	Valter Flego	441675022557503	Facebook	38	1	420944	105143	1174	124
35_44	35-44	HR	Croatia	Možemo - politička platforma	Možemo - politička platforma	1064762700374086	Facebook	25	1	413057	141001	840	91
35_44	35-44	HR	Croatia	pametno.org	pametno.org	144815235686385	Facebook	26	1	328251	103705	739	20
35_44	35-44	HR	Croatia	Kialo		729627343834501	Facebook	317	1	285173	121059	1435	364
35_44	35-44	HR	Croatia	Karlo Ressler	HDZ - Hrvatska demokratska zajednica	272201060331942	Facebook	70	1	273183	72507	1469	13
35_44	35-44	HR	Croatia	MOST nezavisnih lista	MOST nezavisnih lista	388550077899912	Facebook	41	1	261210	90026	911	66
35_44	35-44	HR	Croatia	Saša Poljanec-Borić	Hrvatska socijalno liberalna stranka	1914254365351413	Facebook	19	1	248394	70530	675	64
35_44	35-44	HR	Croatia	Eclectica		1379977375431894	Facebook	1	1	235309	117655	1047	209
35_44	35-44	HR	Croatia	Građani za Mislava Kolakušića	Kolakusic Mislav	374159272978399	Facebook	19	1	221706	79403	458	24
35_44	35-44	HR	Croatia	Hrvatska narodna stranka - liberalni demokrati (HNS)	Hrvatska narodna stranka - liberalni demokrati (HNS)	139606619434725	Facebook	17	1	217061	69513	452	37
35_44	35-44	HR	Croatia	Ruža Tomašić		1434305366791182	Facebook	38	1	207549	57871	521	0
35_44	35-44	HR	Croatia	Zoran Bahtijarević		2195720960680577	Facebook	4	1	173908	82393	513	96
35_44	35-44	HR	Croatia	GLAS Građansko-liberalni savez	GLAS Građansko-liberalni savez	231052047413325	Facebook	10	1	172260	58223	232	20
35_44	35-44	HR	Croatia	European Greens	European Greens	141366725876424	Facebook	14	1	170919	76675	646	187
35_44	35-44	HR	Croatia	Stjepan Ribić	HDZ - Hrvatska demokratska zajednica	451335681696047	Facebook	14	1	101810	43116	416	37
35_44	35-44	HR	Croatia	Dr. sc. Tomislav Sokol	HDZ - Hrvatska demokratska zajednica	136900153422435	Facebook	6	1	83312	28592	190	17
35_44	35-44	HR	Croatia	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	47	1	79883	37388	202	54
35_44	35-44	HR	Croatia	Greenpeace Hrvatska	Greenpeace Hrvatska	359170097532754	Facebook	10	1	74745	26573	244	15
35_44	35-44	HR	Croatia	Ivana Nikolić Popović	Nikolić Popović Ivana	160505204050427	Facebook	15	1	74489	16933	260	0
35_44	35-44	HR	Croatia	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	21	1	62236	20788	185	12
35_44	35-44	HR	Croatia	Electrolux Hrvatska		1229501663771543	Facebook	3	1	59776	29888	46	0
35_44	35-44	HR	Croatia	Domagoj Maroević	HDZ - Hrvatska demokratska zajednica	377283356332665	Facebook	4	1	50240	15936	87	0
35_44	35-44	HR	Croatia	Jozo Radoš	Jozo Radoš	446717938731095	Facebook	15	1	46748	10597	294	25
35_44	35-44	HR	Croatia	Privredni.		1062000377172732	Facebook	2	1	39275	19034	68	0
35_44	35-44	HR	Croatia	Miro Bulj	MOST nezavisnih lista	1252295741481540	Facebook	3	1	39084	14411	49	0
35_44	35-44	HR	Croatia	Stranka europskih socijalista		1927927220797184	Facebook	5	1	36866	8569	134	0
35_44	35-44	HR	Croatia	Marijana Balić	HDZ - Hrvatska demokratska zajednica	1274752085892321	Facebook	8	1	36229	8694	145	0
35_44	35-44	HR	Croatia	HSLS Split		436749753018950	Facebook	1	1	36038	18019	80	16
35_44	35-44	HR	Croatia	Nova ljevica	Markovina Dragan	706769699498076	Facebook	14	1	35250	9594	183	0
35_44	35-44	HR	Croatia	ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	52	1	34040	14269	149	30
35_44	35-44	HR	Croatia	Stjepan Čuraj		1528272037424751	Facebook	3	1	33809	11812	113	16
35_44	35-44	HR	Croatia	Klub zastupnika EPP-a		378351268934576	Facebook	1	1	31929	15964	15	0
35_44	35-44	HR	Croatia	HRAST - pokret za uspješnu Hrvatsku - službene stranice		1481525755446572	Facebook	8	1	29907	7076	116	0
35_44	35-44	HR	Croatia	Faktograf.hr	Faktograf.hr	1487935214842281	Facebook	14	1	29189	8502	277	0
35_44	35-44	HR	Croatia	Željana Zovko		1203134436474667	Facebook	19	1	29178	7554	205	0
35_44	35-44	HR	Croatia	Dominik Vuletić		1858121814431190	Facebook	4	1	27955	6033	59	0
35_44	35-44	HR	Croatia	MarketsCube		294693984421347	Facebook	8	1	27685	7470	322	28
35_44	35-44	HR	Croatia	Stjepan Adanić	HDZ - Hrvatska demokratska zajednica	408695383042330	Facebook	3	1	27567	5513	50	0
35_44	35-44	HR	Croatia	Sunčana Glavak	HDZ - Hrvatska demokratska zajednica	482597361772021	Facebook	2	1	27216	5443	47	0
35_44	35-44	HR	Croatia	Nikolina Brnjac	HDZ - Hrvatska demokratska zajednica	287054392229717	Facebook	9	1	24793	9685	184	0
35_44	35-44	HR	Croatia	Ivan Prskalo - Kandidat Mosta za EU Izbore		413937162730005	Facebook	3	1	24356	11751	33	0
35_44	35-44	HR	Croatia	HKS - Hrvatska konzervativna stranka	HKS - Hrvatska konzervativna stranka	789855157727222	Facebook	7	1	23650	5985	78	0
35_44	35-44	HR	Croatia	Ruža Kovačević Bilić	Hrvatska narodna stranka - liberalni demokrati (HNS)	2268602929863854	Facebook	2	1	23152	4630	43	0
35_44	35-44	HR	Croatia	Dubravka Suica	HDZ - Hrvatska demokratska zajednica	195096520662445	Facebook	2	1	21531	4306	40	0
35_44	35-44	HR	Croatia	Greens/EFA in the European Parliament		150527751674751	Facebook	8	1	20965	8746	31	5
35_44	35-44	HR	Croatia	Tomislav Stojak		442201595870855	Facebook	11	1	20551	6552	177	0
