recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-19	2019-05-19	DK	Denmark	335	115	842881	189146	8346	1592
rd2	Last 2 days	2019-05-18	2019-05-19	DK	Denmark	348	119	1641794	375287	16243	3252
rd3	Last 3 days	2019-05-17	2019-05-19	DK	Denmark	350	120	1933203	449910	19174	3864
rd4	Last 4 days	2019-05-16	2019-05-19	DK	Denmark	350	120	2046275	472679	20600	4154
rd5	Last 5 days	2019-05-15	2019-05-19	DK	Denmark	350	120	2159348	495447	22026	4444
rd6	Last 6 days	2019-05-14	2019-05-19	DK	Denmark	358	120	2284919	521841	23546	4773
rw1	Last week	2019-05-13	2019-05-19	DK	Denmark	358	120	2410491	548235	25065	5102
rw2	Last 2 weeks	2019-05-06	2019-05-19	DK	Denmark	358	120	3163920	706599	34184	7076
rw3	Last 3 weeks	2019-04-29	2019-05-19	DK	Denmark	358	120	3163920	706599	34184	7076
rw4	Last 4 weeks	2019-04-22	2019-05-19	DK	Denmark	358	120	3163920	706599	34184	7076
rm1	Last month	2019-04-20	2019-05-19	DK	Denmark	358	120	3163920	706599	34184	7076
rm2	Last 2 months	2019-03-21	2019-05-19	DK	Denmark	360	120	3264918	756599	34866	7210
rm3	Last 3 months	2019-02-19	2019-05-19	DK	Denmark	360	120	3264918	756599	34866	7210
rm6	Last 6 months	2019-01-01	2019-05-19	DK	Denmark	360	120	3264918	756599	34866	7210
