impression_code	impression_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_1k	0 - 1k	CZ	Czechia	2064	252	1734115	0	14822	712
1k_5k	1k - 5k	CZ	Czechia	1591	389	5304806	1061173	29628	5181
5k_10k	5k - 10k	CZ	Czechia	724	271	3966402	1983399	24008	6154
10k_50k	10k - 50k	CZ	Czechia	1340	372	28932986	5786713	81950	17930
50k_100k	50k - 100k	CZ	Czechia	336	152	9883617	4941858	33749	10474
100k_200k	100k - 200k	CZ	Czechia	210	92	8631196	4315619	35515	9189
200k_500k	200k - 500k	CZ	Czechia	174	79	14055674	5622280	48292	12482
500k_1m	500k - 1m	CZ	Czechia	70	37	9579971	4789990	44319	14939
