advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	u	unknown	LT	Lithuania	37	1	20949	9208	102	23
Kialo		729627343834501	Facebook	u	unknown	LT	Lithuania	361	1	14040	5516	93	22
Vytenis Andriukaitis	Vytenis Andriukaitis	1651554231738028	Facebook	u	unknown	LT	Lithuania	42	1	11020	4779	16	3
Lietuvos socialdemokratų partija - LSDP	Lietuvos socialdemokratų partija - LSDP	202360056491831	Facebook	u	unknown	LT	Lithuania	43	1	9785	3927	20	3
Gitanas Nausėda	Gitanas Nausėda	684534791927883	Facebook	u	unknown	LT	Lithuania	58	1	9614	2837	32	1
Martynas Nagevičius / LRLS Sostinės liberalai		1146633232128220	Facebook	u	unknown	LT	Lithuania	44	1	7753	1644	39	2
Už Ingridą	Ingrida Šimonytė	2214495192154107	Facebook	u	unknown	LT	Lithuania	26	1	4785	1357	15	0
Mindaugas Puidokas	Puidokas Mindaugas	1739968129576961	Facebook	u	unknown	LT	Lithuania	81	1	4442	969	19	0
Prof. Dr. Stanislovas Tomas, Advokatas		1049345465226776	Facebook	u	unknown	LT	Lithuania	4	1	2435	964	5	1
Antanas Guoga	Lietuvos Centro Partijos rinkimų sąskaita	18276748821	Facebook	u	unknown	LT	Lithuania	8	1	2326	1031	9	1
Lietuvos valstiečių ir žaliųjų sąjunga	Lietuvos valstiečių ir žaliųjų sąjunga	190209177745566	Facebook	u	unknown	LT	Lithuania	19	1	1972	813	7	0
Liberalai	Liberalai	81004804444	Facebook	u	unknown	LT	Lithuania	64	1	1886	366	22	0
Tėvynės sąjunga - Lietuvos krikščionys demokratai (TS-LKD)		198988713464683	Facebook	u	unknown	LT	Lithuania	9	1	1877	692	7	0
Petras Auštrevičius		1482024028702535	Facebook	u	unknown	LT	Lithuania	8	1	1796	848	9	0
Arvydas Juozaitis	Arvydas Juozaitis	458551247900215	Facebook	u	unknown	LT	Lithuania	10	1	1729	441	7	1
Tomas Tomilinas - naujienos		530620843630609	Facebook	u	unknown	LT	Lithuania	13	1	1690	688	9	0
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	u	unknown	LT	Lithuania	49	1	1605	748	3	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	u	unknown	LT	Lithuania	24	1	1414	436	7	0
European Greens	European Greens	141366725876424	Facebook	u	unknown	LT	Lithuania	7	1	1323	534	5	1
Laima Mogenienė	LVŽS partija (EP rinkimų sąskaita)	334338600540343	Facebook	u	unknown	LT	Lithuania	24	1	866	195	7	0
European Commission		107898832590939	Facebook	u	unknown	LT	Lithuania	13	1	836	364	2	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	u	unknown	LT	Lithuania	50	1	811	355	3	0
Karolina Štelmokaitė	LVŽS	763068560724258	Facebook	u	unknown	LT	Lithuania	9	1	692	152	2	0
Europos Parlamento biuras Lietuvoje		188014250186	Facebook	u	unknown	LT	Lithuania	2	1	602	268	4	0
Greens/EFA in the European Parliament		150527751674751	Facebook	u	unknown	LT	Lithuania	22	1	559	240	0	0
