country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
PT	Portugal	f18_24	female (18-24)	3513	1025	9364130	3900720	27657	4610
PT	Portugal	m18_24	male (18-24)	3290	981	9147802	3859902	28792	5308
PT	Portugal	m25_34	male (25-34)	3677	1092	6380532	2661607	22731	4126
PT	Portugal	f25_34	female (25-34)	4027	1145	4844760	1965049	16580	2421
PT	Portugal	m35_44	male (35-44)	3581	1071	4238469	1691790	15093	2544
PT	Portugal	f35_44	female (35-44)	3935	1122	3748872	1454527	12684	1786
PT	Portugal	f45_54	female (45-54)	3899	1077	3074248	1164249	10879	1470
PT	Portugal	m45_54	male (45-54)	3505	1025	2754654	1068757	10710	1627
PT	Portugal	f55_64	female (55-64)	3144	959	2476425	929733	9478	1120
PT	Portugal	f65_	female (65+)	2658	841	1891136	710673	7615	929
PT	Portugal	m55_64	male (55-64)	2840	918	1804021	684438	7144	821
PT	Portugal	m65_	male (65+)	2482	810	1575556	601832	6321	734
PT	Portugal	f13_17	female (13-17)	512	207	840500	319927	1782	165
PT	Portugal	m13_17	male (13-17)	471	191	556192	211839	1264	130
PT	Portugal	u35_44	unknown (35-44)	2985	905	67393	26435	282	47
PT	Portugal	u25_34	unknown (25-34)	2945	886	55108	22207	238	41
PT	Portugal	u45_54	unknown (45-54)	2732	820	33600	12953	143	24
PT	Portugal	u18_24	unknown (18-24)	2234	696	28202	11346	111	18
PT	Portugal	u65_	unknown (65+)	1717	605	11966	4477	49	6
PT	Portugal	u55_64	unknown (55-64)	1933	686	11585	4329	47	6
PT	Portugal	u13_17	unknown (13-17)	303	148	2545	961	5	0
