country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
FI	Finland	f	female	6324	1210	47008820	16810708	448747	68564
FI	Finland	m	male	5902	1172	35741187	12359464	372279	55427
FI	Finland	u	unknown	5244	1108	1068891	372143	10252	1492
