age_code	age_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
13_17	13-17	DK	Denmark	284	76	1100703	340767	7985	1968
18_24	18-24	DK	Denmark	3261	409	17006462	5157154	176531	44906
25_34	25-34	DK	Denmark	3501	422	13691587	4343671	151647	38396
35_44	35-44	DK	Denmark	3411	421	10847321	3580961	123320	31160
45_54	45-54	DK	Denmark	3301	410	10751413	3564413	131102	32962
55_64	55-64	DK	Denmark	3218	403	8524197	2818508	109614	27912
65_	65+	DK	Denmark	2975	382	7835942	2563404	106898	27284
