advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	55_64	55-64	DK	Denmark	77	1	631283	226468	6275	1498
Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	55_64	55-64	DK	Denmark	45	1	581651	208122	6459	1828
Dansk Folkeparti	Dansk Folkeparti	520449347983427	Facebook	55_64	55-64	DK	Denmark	10	1	565264	242747	7318	1586
Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	55_64	55-64	DK	Denmark	59	1	557690	211516	10494	2717
Søren Pape Poulsen	Søren Pape Poulsen	952334508116178	Facebook	55_64	55-64	DK	Denmark	18	1	349498	155887	10605	2328
European Parliament	European Parliament	178362315106	Facebook	55_64	55-64	DK	Denmark	14	1	322328	146632	3263	959
Enhedslisten	Enhedslisten	223040066022	Facebook	55_64	55-64	DK	Denmark	39	1	268640	105369	2870	1158
Nikolaj Villumsen	Nikolaj Villumsen	529124290474705	Facebook	55_64	55-64	DK	Denmark	41	1	234039	84832	3535	923
3F - Danmarks Stærkeste Fagforening	3F - Danmarks Stærkeste Fagforening	109012749124622	Facebook	55_64	55-64	DK	Denmark	8	1	204931	86032	2716	624
SF	SF	74796954245	Facebook	55_64	55-64	DK	Denmark	31	1	178641	39196	1461	368
Ældre Sagen	Ældre Sagen	126543540781090	Facebook	55_64	55-64	DK	Denmark	26	1	159992	35428	1092	302
Der er noget, der ikke stemmer	The Brand Agency ApS	607503123085160	Facebook	55_64	55-64	DK	Denmark	3	1	152565	68749	1525	460
Margrete Auken	SF	36730930417	Facebook	55_64	55-64	DK	Denmark	25	1	150958	34277	1737	385
Pia Olsen Dyhr	SF	49348971479	Facebook	55_64	55-64	DK	Denmark	31	1	144886	31925	1499	442
Mai Mercado	Mai Mercado	397094903687472	Facebook	55_64	55-64	DK	Denmark	17	1	143304	47581	1909	415
Morten Klessen	Socialdemokratiet i Nordjylland	1039840406189567	Facebook	55_64	55-64	DK	Denmark	28	1	131841	57610	919	307
Pernille Weiss	Det Konservative Folkeparti	2071183673144991	Facebook	55_64	55-64	DK	Denmark	17	1	115622	41957	2562	650
BUPL	BUPL	359674067377201	Facebook	55_64	55-64	DK	Denmark	13	1	115464	47191	1126	444
Mette Abildgaard	Mette Abildgaard	309867232515766	Facebook	55_64	55-64	DK	Denmark	16	1	94696	26539	837	205
Fagbevægelsens Hovedorganisation	Fagbevægelsens Hovedorganisation	261599053881378	Facebook	55_64	55-64	DK	Denmark	8	1	93123	30161	1359	519
Jeppe Kofod	Socialdemokratiet	137685999659722	Facebook	55_64	55-64	DK	Denmark	12	1	91485	44538	716	189
Linea Søgaard-Lidell	Søgaard-Lidell Linea	1002755833225691	Facebook	55_64	55-64	DK	Denmark	23	1	80003	30568	1690	339
Europa-Parlamentet i Danmark	Europa-Parlamentet i Danmark	128700897207990	Facebook	55_64	55-64	DK	Denmark	31	1	73023	18168	723	185
Ali Aminali	Det Konservative Folkeparti	1452133531486822	Facebook	55_64	55-64	DK	Denmark	12	1	68855	23307	1647	470
Niels Flemming Hansen	Hansen Niels Flemming Schultz	177609692660255	Facebook	55_64	55-64	DK	Denmark	17	1	62969	14629	1100	227
Dansk Industri - DI	Dansk Industri	141343589252160	Facebook	55_64	55-64	DK	Denmark	12	1	61276	16004	476	139
Zetland	Zetland	341299649231023	Facebook	55_64	55-64	DK	Denmark	62	1	59533	18390	275	78
Troels Lund Poulsen	Poulsen Troels Lund	139443622778678	Facebook	55_64	55-64	DK	Denmark	14	1	58718	13262	706	161
Erik Poulsen - kandidat til Europa-Parlamentet	Erik Poulsen - kandidat til Europa-Parlamentet	203735820417737	Facebook	55_64	55-64	DK	Denmark	9	1	53768	16469	1008	265
Niels Fuglsang	Fuglsang Niels Peder Rindum	264009771074617	Facebook	55_64	55-64	DK	Denmark	264	1	53369	5409	793	101
Zenia Stampe	Zenia Stampe	127344360615074	Facebook	55_64	55-64	DK	Denmark	22	1	52691	15302	632	165
Mia Tang	Mia Tang	358828094665364	Facebook	55_64	55-64	DK	Denmark	22	1	50798	10375	565	118
FOA	FOA	132344416862423	Facebook	55_64	55-64	DK	Denmark	26	1	49208	15516	273	52
Mona Juul	Mona Juul	2079067062409423	Facebook	55_64	55-64	DK	Denmark	71	1	48919	10536	388	89
Lars Løkke Rasmussen	Venstre, Danmarks Liberale Parti	58140803787	Facebook	55_64	55-64	DK	Denmark	6	1	45352	11350	364	87
Mette Frederiksen	Socialdemokratiet	57497067718	Facebook	55_64	55-64	DK	Denmark	8	1	44919	10283	316	95
Marianne Vind	Marianne Vind	329236874385098	Facebook	55_64	55-64	DK	Denmark	18	1	43273	11823	744	175
Asger Christensen i EU	Christensen Asger Bank Møller	1450750935146684	Facebook	55_64	55-64	DK	Denmark	14	1	42142	11402	514	159
Mellemfolkeligt Samvirke	Mellemfolkeligt Samvirke	5624899398	Facebook	55_64	55-64	DK	Denmark	109	1	41733	5388	425	54
Liberal Alliance	Liberal Alliance	106952222676974	Facebook	55_64	55-64	DK	Denmark	95	1	40468	8124	220	41
Nick Zimmermann - Dansk Folkeparti	Zimmermann Nick	331034483992282	Facebook	55_64	55-64	DK	Denmark	30	1	38654	9468	267	97
Kuzma Pavlov Jensen	Det Konservative Folkeparti	2798719490153637	Facebook	55_64	55-64	DK	Denmark	3	1	38497	15232	508	101
Karina Lorentzen Dehnhardt	Dehnhardt Karina Lorentzen	116061635098137	Facebook	55_64	55-64	DK	Denmark	8	1	38462	8969	284	82
René Nord Hansen - folketingskandidat	Det Konservative Folkeparti	779582492178326	Facebook	55_64	55-64	DK	Denmark	7	1	38290	7951	512	106
Sophie Løhde	Sophie Løhde	699619700116377	Facebook	55_64	55-64	DK	Denmark	20	1	35713	14275	989	216
Christel Schaldemose	Christel Schaldemose	424159230945271	Facebook	55_64	55-64	DK	Denmark	13	1	35076	10320	602	139
Jacob Mark	SF	69985338410	Facebook	55_64	55-64	DK	Denmark	7	1	34012	7725	91	36
Per Møller	Det Konservative Folkeparti	279383622197240	Facebook	55_64	55-64	DK	Denmark	5	1	29386	6456	393	86
Sammen er du stærkere	HK Danmark	732591266819090	Facebook	55_64	55-64	DK	Denmark	2	1	27331	5466	562	230
Lizette Risgaard	Lizette Risgaard	547601668763372	Facebook	55_64	55-64	DK	Denmark	1	1	27233	13616	364	182
Oxfam IBIS	Oxfam IBIS	144965885963	Facebook	55_64	55-64	DK	Denmark	7	1	26947	12820	699	213
Petar Socevic - Radikale Venstre	Socevic Petar	2190488887846226	Facebook	55_64	55-64	DK	Denmark	5	1	26861	5372	359	71
Nikolaj Bøgh	Nikolaj Bøgh	674034729594774	Facebook	55_64	55-64	DK	Denmark	7	1	26692	11695	172	44
Henrik Sass Larsen	Socialdemokratiet	530069377053107	Facebook	55_64	55-64	DK	Denmark	14	1	26522	7825	198	72
Thomas Thomsen	Thomsen Thomas	155006118510945	Facebook	55_64	55-64	DK	Denmark	4	1	25859	10387	172	38
Alex Vanopslagh	Alex Vanopslagh	671022293105597	Facebook	55_64	55-64	DK	Denmark	19	1	25823	5360	111	36
Marie Høgh  - konservativ folketingskandidat i Københavns storkreds	Det Konservative Folkeparti	369282413923161	Facebook	55_64	55-64	DK	Denmark	9	1	25165	7056	336	94
Nicolai Wammen	Socialdemokratiet	1458354184437993	Facebook	55_64	55-64	DK	Denmark	91	1	24791	3371	299	33
Lise Müller	Müller Lise	145989963343	Facebook	55_64	55-64	DK	Denmark	7	1	24553	8582	148	37
Anne Honoré Østergaard	Ostergaard Anne Honore	1719764131664489	Facebook	55_64	55-64	DK	Denmark	20	1	23673	4404	138	35
Theresa Blegvad, Aarhus Byråd	Venstre, Danmarks Liberale Parti	401991943254934	Facebook	55_64	55-64	DK	Denmark	2	1	23329	10096	675	135
Nye Borgerlige	Nye Borgerlige	646746285466931	Facebook	55_64	55-64	DK	Denmark	3	1	22661	4532	303	60
Bergur Larsson Løkke Rasmussen	Bergur Løkke Rasmussen	141378109375840	Facebook	55_64	55-64	DK	Denmark	35	1	22109	7358	294	98
Rasmus Norup	Det Konservative Folkeparti	1662803373975162	Facebook	55_64	55-64	DK	Denmark	4	1	22034	4389	219	49
Joachim Hjorting	Det Konservative Folkeparti	1476612932380077	Facebook	55_64	55-64	DK	Denmark	5	1	21931	5588	293	74
Morten Messerschmidt	Morten Messerschmidt	111394892261429	Facebook	55_64	55-64	DK	Denmark	3	1	21646	4329	250	53
Mette Thiesen	Mette Thiesen	718327901589937	Facebook	55_64	55-64	DK	Denmark	14	1	21374	6774	315	94
Anna Libak i Folketinget	Venstre i Hillerød Kredsen	257752968245827	Facebook	55_64	55-64	DK	Denmark	27	1	21353	4745	285	64
Merete Scheelsbeck	Scheelsbeck Merete Elizabeth	1477361382543402	Facebook	55_64	55-64	DK	Denmark	5	1	21343	5824	461	99
Folketingskandidat Anders G. Christensen	Christensen Anders Georg	1394304720620628	Facebook	55_64	55-64	DK	Denmark	3	1	21238	4866	65	28
FDM	FDM	46265612799	Facebook	55_64	55-64	DK	Denmark	2	1	20595	4119	275	55
Eva Kjer Hansen	Hansen Eva Kjer	331049873725952	Facebook	55_64	55-64	DK	Denmark	1	1	19805	9902	132	26
Steffen Mølgaard	Det Konservative Folkeparti	1902645456721589	Facebook	55_64	55-64	DK	Denmark	8	1	19599	4750	337	72
Frederik Bloch Münster	Det Konservative Folkeparti	161801967707312	Facebook	55_64	55-64	DK	Denmark	4	1	19531	5015	246	55
Mark Grossmann	Venstre Odense 1. kreds	393486437446456	Facebook	55_64	55-64	DK	Denmark	48	1	19483	3303	107	4
Kristian Thulesen Dahl	Dansk Folkeparti	531761723507375	Facebook	55_64	55-64	DK	Denmark	1	1	19099	9549	255	127
Så er det nu: Gør valget grønt	Jørgensen Mattias Friis	2074470782634792	Facebook	55_64	55-64	DK	Denmark	8	1	18751	3661	274	54
Tommy Ahlers	Ahlers Tommy	2121857298076689	Facebook	55_64	55-64	DK	Denmark	11	1	18677	4036	216	48
Morten Østergaard	Radikale Venstre	252520351444054	Facebook	55_64	55-64	DK	Denmark	16	1	18652	4528	64	22
Camilla Hersom - Radikale Venstre	Hersom Camilla	425927674119415	Facebook	55_64	55-64	DK	Denmark	3	1	18292	3928	319	157
Søren Valgreen Knudsen - Folketingskandidat	Knudsen Soren Valgreen	1727075740642843	Facebook	55_64	55-64	DK	Denmark	7	1	18232	4009	200	42
Kunsthal Charlottenborg	Kunsthal Charlottenborg	210190795661724	Facebook	55_64	55-64	DK	Denmark	16	1	17708	3351	149	31
Morten Helveg Petersen	Morten Helveg Petersen	442403485851495	Facebook	55_64	55-64	DK	Denmark	2	1	17502	5698	185	51
Erling Bonnesen	Bonnesen Erling Faber	390925417751473	Facebook	55_64	55-64	DK	Denmark	10	1	17263	3500	152	36
Amnesty International Danmark	Amnesty International Danmark	36664432940	Facebook	55_64	55-64	DK	Denmark	5	1	17189	3624	196	41
Rune Frøding	Frøding Rune	493940517678048	Facebook	55_64	55-64	DK	Denmark	8	1	17088	4464	243	68
Plantebevægelsen	Plantebevægelsen	136775899834790	Facebook	55_64	55-64	DK	Denmark	5	1	16720	3344	223	44
Andreas Steenberg	Streenberg Andreas Frost	132364993978468	Facebook	55_64	55-64	DK	Denmark	17	1	16280	4671	144	35
Danmarks Socialdemokratiske Ungdom (DSU)	DSU	126084211821	Facebook	55_64	55-64	DK	Denmark	5	1	15223	4459	72	31
Gitte Willumsen - Folketingskandidat for Venstre	Willumsen Gitte	1751959911736210	Facebook	55_64	55-64	DK	Denmark	25	1	15128	3613	205	45
Peter Skaarup	Dansk Folkeparti	691707047549076	Facebook	55_64	55-64	DK	Denmark	2	1	15073	3014	201	40
Dino Selimović	Selimovic Dino	423838101331835	Facebook	55_64	55-64	DK	Denmark	2	1	15023	5353	71	20
Folketingskandidat Jørgen Nielsen	Nielsen Jørgen	1922596311326861	Facebook	55_64	55-64	DK	Denmark	13	1	14736	2656	191	34
Henrik Noes Piester - kandidat til Europa-Parlamentet 2019	Piester Henrik Noes	2104859779842952	Facebook	55_64	55-64	DK	Denmark	2	1	14419	2883	193	38
Jens Meilvang	Meilvang Jens	1550318855207094	Facebook	55_64	55-64	DK	Denmark	8	1	14395	3380	181	40
Sissel van Run-Kvist	Kvist Sissel	176580099127279	Facebook	55_64	55-64	DK	Denmark	19	1	14342	2646	134	26
Benny Engelbrecht	Socialdemokratiet	270431402967189	Facebook	55_64	55-64	DK	Denmark	6	1	14340	3221	182	35
Birgitte Bergman	Det Konservative Folkeparti	314962322593667	Facebook	55_64	55-64	DK	Denmark	5	1	14175	3847	85	38
Stig Grenov	Kristendemokraterne	461906303966227	Facebook	55_64	55-64	DK	Denmark	3	1	14034	4446	187	59
Brigitte Klintskov Jerkel	Jerkel Brigitte Klintskov	229347797233832	Facebook	55_64	55-64	DK	Denmark	10	1	13908	4436	133	24
Kim Valentin	Valentin Kim	362875644473220	Facebook	55_64	55-64	DK	Denmark	6	1	13894	2864	199	48
Vivi Nør Jacobsen	Jacobsen Vivi Nor	1492301517467484	Facebook	55_64	55-64	DK	Denmark	3	1	13685	3419	183	45
Henning Hyllested	Enhedslisten	100255467044528	Facebook	55_64	55-64	DK	Denmark	11	1	13352	5295	131	32
Michael Aastrup Jensen	Jensen Michael Aastrup	389665107805619	Facebook	55_64	55-64	DK	Denmark	15	1	13290	2849	72	17
Per Husted i Folketinget	Nielsen Per Husted	125832481208156	Facebook	55_64	55-64	DK	Denmark	4	1	13146	2710	49	17
Konservativ Ungdom	Konservativ Ungdom	119769598101853	Facebook	55_64	55-64	DK	Denmark	8	1	13112	3027	127	32
Lise Bech - Dansk Folkeparti	Bech Lise	665462313475794	Facebook	55_64	55-64	DK	Denmark	3	1	12653	3370	169	45
Geodrilling	Andersen Soren	234290023402609	Facebook	55_64	55-64	DK	Denmark	1	1	12485	2497	167	33
Dina Raabjerg - Kandidat til EU - En jysk stemme	Myrup Dina Hoff	262868500820455	Facebook	55_64	55-64	DK	Denmark	6	1	12402	3087	151	29
