country_code_filter	country_name_filter	age_code	age_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
EE	Estonia	13_17	13-17	245	109	330856	121711	700	19
EE	Estonia	18_24	18-24	2068	492	4852504	1788586	24093	3323
EE	Estonia	25_34	25-34	2292	547	5907713	2195762	30878	4682
EE	Estonia	35_44	35-44	2251	538	4068472	1465247	22086	3176
EE	Estonia	45_54	45-54	2133	511	2650533	921427	14649	1802
EE	Estonia	55_64	55-64	1601	469	1807636	606994	9582	802
EE	Estonia	65_	65+	1434	417	1183101	390965	6329	487
