advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	platform_code_filter	platform_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Referendum Commission		580832208630212	Facebook	f	Facebook	IE	Ireland	28	1	9446237	4284082	62495	13024
European Parliament		178362315106	Facebook	f	Facebook	IE	Ireland	104	1	8448473	3589716	56032	10048
Dominic Hannigan	Dominic Hannigan	210059959032336	Facebook	f	Facebook	IE	Ireland	186	1	6881566	2158930	37063	5495
Luke 'Ming' Flanagan MEP	Luke 'Ming' Flanagan MEP	182354901841834	Facebook	f	Facebook	IE	Ireland	3	1	2199998	1100000	10497	2100
Fine Gael	Fine Gael	264172043210	Facebook	f	Facebook	IE	Ireland	8	1	1909992	775000	9192	2700
Fianna Fáil	Fianna Fáil	222629035132	Facebook	f	Facebook	IE	Ireland	37	1	1364957	437997	4962	599
Sean Kelly MEP		340786422717552	Facebook	f	Facebook	IE	Ireland	71	1	1195929	424999	9829	700
Matt Carthy	Carthy Matt	580216935345125	Facebook	f	Facebook	IE	Ireland	29	1	1144971	316000	4471	399
European Greens	European Greens	141366725876424	Facebook	f	Facebook	IE	Ireland	16	1	1097221	543437	9412	2795
Kialo		729627343834501	Facebook	f	Facebook	IE	Ireland	343	1	1050787	452850	6057	1649
Alice Mary Higgins for Europe	Alice Mary Higgins	1055105841226515	Facebook	f	Facebook	IE	Ireland	29	1	743683	165856	3668	200
Malcolm Byrne	Malcolm Byrne Page	34812247970	Facebook	f	Facebook	IE	Ireland	14	1	724986	211000	2686	600
Labour Party		164027949687	Facebook	f	Facebook	IE	Ireland	6	1	699993	349999	2993	599
Anne Rabbitte TD	Rabbitte Anne Marie	1426461550915658	Facebook	f	Facebook	IE	Ireland	8	1	559789	204898	1591	199
Guy Verhofstadt		99985820015	Facebook	f	Facebook	IE	Ireland	2	1	504047	192309	1006	457
Department of Foreign Affairs and Trade		449282445418073	Facebook	f	Facebook	IE	Ireland	1	1	499999	200000	4999	1000
Women for Election	Women for Election	115885998520125	Facebook	f	Facebook	IE	Ireland	10	1	479989	191999	2589	399
Pro Life Campaign Ireland		224615650378	Facebook	f	Facebook	IE	Ireland	4	1	449995	209999	2995	1199
Cllr. Éilis Ryan for Europe		787376334669425	Facebook	f	Facebook	IE	Ireland	16	1	446984	152000	2784	300
Andrew Doyle	Andrew Doyle	200875073325354	Facebook	f	Facebook	IE	Ireland	9	1	419990	120000	1291	100
Leo Varadkar T.D.	Fine Gael	178974912140818	Facebook	f	Facebook	IE	Ireland	2	1	399998	200000	1998	1000
Saoirse McHugh for MEP	Green Party Ireland	2242183922693730	Facebook	f	Facebook	IE	Ireland	11	1	375988	80999	1088	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	f	Facebook	IE	Ireland	37	1	354195	136596	2369	361
Paddy Power		108803784913	Facebook	f	Facebook	IE	Ireland	4	1	330817	136840	3081	616
Michael  O'Dowd for Europe	O'Dowd Michael Joseph	878147035569806	Facebook	f	Facebook	IE	Ireland	10	1	320989	66999	1389	99
Oxfam		201612129410	Facebook	f	Facebook	IE	Ireland	4	1	303365	149925	1269	499
Students for Life Ireland		252011928285955	Facebook	f	Facebook	IE	Ireland	7	1	300993	60000	2292	399
merrionstreet.ie		116635611711738	Facebook	f	Facebook	IE	Ireland	2	1	299997	149999	997	199
Deirdre Clune MEP	Deirdre Clune MEP	516116248507364	Facebook	f	Facebook	IE	Ireland	11	1	285988	62999	1088	0
Lynn Boylan MEP - Fighting for Dublin in Europe		406454202814957	Facebook	f	Facebook	IE	Ireland	6	1	268786	89409	1787	298
Orla Kelly	Orla Kelly	284729489119670	Facebook	f	Facebook	IE	Ireland	10	1	245989	60999	990	0
Barry Andrews for Europe	Barry Andrews	188114061407	Facebook	f	Facebook	IE	Ireland	15	1	235929	64972	1884	100
Alex White		58389344622	Facebook	f	Facebook	IE	Ireland	4	1	209995	74999	774	100
Seamus Ryan	Ryan Seamus	380444175359380	Facebook	f	Facebook	IE	Ireland	6	1	209994	42000	994	100
Alex Salmond	Slainte Media	136191876445102	Facebook	f	Facebook	IE	Ireland	3	1	193263	68653	328	0
Humble Household		1746853745395190	Facebook	f	Facebook	IE	Ireland	43	1	174404	68242	1307	282
Diarmuid Devereux	Diarmuid Devereux	291990888144823	Facebook	f	Facebook	IE	Ireland	5	1	169995	40000	1295	200
350.org		12185972707	Facebook	f	Facebook	IE	Ireland	29	1	168569	46700	883	117
InterTradeIreland		141609685900366	Facebook	f	Facebook	IE	Ireland	2	1	149991	59996	691	115
The Bamboo Brush Society		1152885191422950	Facebook	f	Facebook	IE	Ireland	34	1	149647	62167	355	47
Uplift - People Powered Change		214697488711000	Facebook	f	Facebook	IE	Ireland	6	1	124554	27912	585	0
Social Democrats	Social Democrats	1012851375393300	Facebook	f	Facebook	IE	Ireland	4	1	119995	29999	395	0
Blaine Gaffney	Blaine O' Gamhna	371962112988652	Facebook	f	Facebook	IE	Ireland	5	1	115995	26000	1295	200
