advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Alfred Sant	Alfred Sant	537789116260209	Facebook	d144	2019-05-24	MT	Malta	13	1	347495	146999	1574	386
David Casa	David Casa	193035580892638	Facebook	d144	2019-05-24	MT	Malta	15	1	338661	132416	1615	279
Cyrus Engerer	Cyrus Engerer	212468218793878	Facebook	d144	2019-05-24	MT	Malta	26	1	241094	52320	650	0
Adrian Delia	Partit Nazzjonalista	1442808799090985	Facebook	d144	2019-05-24	MT	Malta	9	1	146997	45333	563	73
European Parliament	European Parliament	178362315106	Facebook	d144	2019-05-24	MT	Malta	5	1	75541	31883	516	93
Michael Briguglio	Michael Briguglio	1040577706078198	Facebook	d144	2019-05-24	MT	Malta	4	1	75497	15000	197	0
David Stellini	David Stellini	1911257335785088	Facebook	d144	2019-05-24	MT	Malta	7	1	73808	23761	460	82
Alex Agius Saliba	Alex Agius Saliba	656955664383156	Facebook	d144	2019-05-24	MT	Malta	5	1	72379	30476	346	53
Josef Caruana	Josef Caruana	166617437361908	Facebook	d144	2019-05-24	MT	Malta	7	1	65534	19142	218	14
Roselyn Borg Knight	Roselyn Borg	446487702156732	Facebook	d144	2019-05-24	MT	Malta	12	1	48329	19499	496	40
Joseph Muscat	Partit Laburista	63887949740	Facebook	d144	2019-05-24	MT	Malta	3	1	44285	19142	1013	262
Roberta Metsola	Roberta Metsola	406824526101449	Facebook	d144	2019-05-24	MT	Malta	5	1	39997	10999	247	0
Dr. Anthony Buttigieg	Buttigieg Anthony Emanuel	410157219370162	Facebook	d144	2019-05-24	MT	Malta	7	1	38914	11283	209	0
Peter Agius	Peter Agius	263881160919130	Facebook	d144	2019-05-24	MT	Malta	4	1	31665	7833	102	0
Partit Nazzjonalista	Partit Nazzjonalista	159249234115841	Facebook	d144	2019-05-24	MT	Malta	2	1	29999	12000	199	40
Romilda Baldacchino Zarb	Romilda Baldacchino Zarb	295310111175191	Facebook	d144	2019-05-24	MT	Malta	3	1	24582	5416	61	0
Ian Borg	Ian Borg	151496594943131	Facebook	d144	2019-05-24	MT	Malta	3	1	23094	5047	57	0
FŻL - Forum Żgħażagħ Laburisti	FŻL - Forum Żgħażagħ Laburisti	40870184668	Facebook	d144	2019-05-24	MT	Malta	2	1	22499	4500	44	0
Francis Zammit Dimech	Francis Zammit Dimech	117406495021568	Facebook	d144	2019-05-24	MT	Malta	11	1	20006	6200	248	16
Miriam Dalli	Miriam Dalli	277980849002904	Facebook	d144	2019-05-24	MT	Malta	7	1	14724	6416	187	0
Malta Independent	Malta Independent	480288348662981	Facebook	d144	2019-05-24	MT	Malta	6	1	14164	4833	214	0
European Parliament Office in Malta	European Parliament Office in Malta	116353271736965	Facebook	d144	2019-05-24	MT	Malta	2	1	12749	2500	49	0
Noel Cassar	Noel Caesar	290329184871610	Facebook	d144	2019-05-24	MT	Malta	1	1	12499	2500	24	0
Kevin Cauchi - Ghajnsielem	Kevin Cauchi	325758517614182	Facebook	d144	2019-05-24	MT	Malta	7	1	8623	3408	175	0
European Greens	European Greens	141366725876424	Facebook	d144	2019-05-24	MT	Malta	1	1	8571	4286	42	8
European Commission	European Commission	107898832590939	Facebook	d144	2019-05-24	MT	Malta	2	1	8150	3829	8	3
Friends of the Earth Malta	Friends of the Earth Malta	137236009675929	Facebook	d144	2019-05-24	MT	Malta	3	1	6999	3333	99	0
Tabib Malcolm Paul Galea	Malcolm Paul Galea	558899981162708	Facebook	d144	2019-05-24	MT	Malta	2	1	2666	533	52	0
Anna Azzopardi	Ann Marie Azzopardi	380497969456408	Facebook	d144	2019-05-24	MT	Malta	2	1	2666	533	52	0
Vote16+		149809275605377	Facebook	d144	2019-05-24	MT	Malta	2	1	1999	333	66	0
