advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	500k_1m	500k - 1m	105	1	104999895	52500000	472611	138966
Podemos	Unidas Podemos	269212336568846	Facebook	500k_1m	500k - 1m	39	1	38999961	19500000	220961	62500
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	500k_1m	500k - 1m	21	1	20999979	10500000	53572	18279
European Commission		107898832590939	Facebook	500k_1m	500k - 1m	19	1	18999981	9500000	79981	20500
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	500k_1m	500k - 1m	17	1	16999983	8500000	33428	15785
European Greens		141366725876424	Facebook	500k_1m	500k - 1m	16	1	15999984	8000000	72984	18500
Greenpeace France		39435457457	Facebook	500k_1m	500k - 1m	16	1	15999984	8000000	79984	16000
Partido Popular	Partido Popular	72249031214	Facebook	500k_1m	500k - 1m	16	1	15999984	8000000	84984	20000
Vlaams Belang	Vlaams Belang	56605856504	Facebook	500k_1m	500k - 1m	15	1	14999985	7500000	84985	23000
Best For Britain	Best for Britain	1863944713844924	Facebook	500k_1m	500k - 1m	14	1	13999986	7000000	109916	39344
Kialo		729627343834501	Facebook	500k_1m	500k - 1m	13	1	12999987	6500000	75649	25813
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	500k_1m	500k - 1m	12	1	11999988	6000000	34988	8200
Conservatives	The Conservative Party	8807334278	Facebook	500k_1m	500k - 1m	12	1	11999988	6000000	69417	13886
România în primul rând	Future Innovation	770704223323599	Facebook	500k_1m	500k - 1m	11	1	10999989	5500000	9032	1995
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	500k_1m	500k - 1m	10	1	9999990	5000000	11553	2941
Partito Democratico		77034286895	Facebook	500k_1m	500k - 1m	10	1	9999990	5000000	38490	11600
People's Vote UK	People's Vote	748608695327755	Facebook	500k_1m	500k - 1m	10	1	9999990	5000000	121493	31244
AMERISOFT SRL		AR573801583431647232	Google	500k_1m	500k - 1m	32	1	9632959	963295	481	0
Liberaalipuolue - Vapaus valita r.p.		AR52536314842578944	Google	500k_1m	500k - 1m	28	1	8428839	842883	421	0
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	500k_1m	500k - 1m	7	1	6999993	3500000	14493	4100
sp.a	sp.a	57253967150	Facebook	500k_1m	500k - 1m	6	1	5999994	3000000	29994	6000
Make.org	Make.org	122037308191612	Facebook	500k_1m	500k - 1m	6	1	5999994	3000000	29994	6000
Un país moderno	Unidas Podemos	577723459314066	Facebook	500k_1m	500k - 1m	6	1	5999994	3000000	25994	5500
The Brexit Party	The Brexit Party	230416667843105	Facebook	500k_1m	500k - 1m	5	1	4999995	2500000	46281	19672
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	500k_1m	500k - 1m	5	1	4999995	2500000	24995	5000
SPD	SPD	47930567748	Facebook	500k_1m	500k - 1m	5	1	4999995	2500000	24995	5000
Referendum Commission		580832208630212	Facebook	500k_1m	500k - 1m	5	1	4999995	2500000	24995	5000
Sosialidemokraatit SDP		108945982480217	Facebook	500k_1m	500k - 1m	5	1	4999995	2500000	16995	4000
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	500k_1m	500k - 1m	5	1	4999995	2500000	4411	945
Romania #nuepsd	Future Innovation	293215748279337	Facebook	500k_1m	500k - 1m	5	1	4999995	2500000	2730	735
Save the Children España	Save the Children España	57845333112	Facebook	500k_1m	500k - 1m	5	1	4999995	2500000	24995	5000
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	500k_1m	500k - 1m	4	1	3999996	2000000	30082	13307
Wiosna Biedronia	KW Wiosna Roberta Biedronia	2246647628925721	Facebook	500k_1m	500k - 1m	4	1	3999996	2000000	4651	930
Prawo i Sprawiedliwość	Komitet Wyborczy Prawo i Sprawiedliwość	157458232131	Facebook	500k_1m	500k - 1m	4	1	3999996	2000000	4651	930
Save the Children Italia		46590675335	Facebook	500k_1m	500k - 1m	4	1	3999996	2000000	19996	4000
Facebook Nordic	Facebook	334318366655425	Facebook	500k_1m	500k - 1m	4	1	3999996	2000000	18521	3704
Facebook	Facebook	726281677519881	Facebook	500k_1m	500k - 1m	4	1	3999996	2000000	24996	8000
Ciudadanos	Ciudadanos	74078667754	Facebook	500k_1m	500k - 1m	4	1	3999996	2000000	19996	4000
UK government	UK government	408582579294175	Facebook	500k_1m	500k - 1m	4	1	3999996	2000000	40497	18515
Delphinus		20411877802	Facebook	500k_1m	500k - 1m	4	1	3999996	2000000	1420	267
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	500k_1m	500k - 1m	3	1	2999997	1500000	25589	5815
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	500k_1m	500k - 1m	3	1	2999997	1500000	1238	619
Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	353868374653514	Facebook	500k_1m	500k - 1m	3	1	2999997	1500000	1997	700
ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	500k_1m	500k - 1m	3	1	2999997	1500000	3150	630
Avaaz	Avaaz	8340223883	Facebook	500k_1m	500k - 1m	3	1	2999997	1500000	15782	3157
EU-kommissionen i Sverige		155824787799	Facebook	500k_1m	500k - 1m	3	1	2999997	1500000	13890	2778
Facebook Brussels	Facebook	287739491272583	Facebook	500k_1m	500k - 1m	3	1	2999997	1500000	14997	3000
Politice.net	politice.net	2546711162025064	Facebook	500k_1m	500k - 1m	3	1	2999997	1500000	3150	630
Pablo Iglesias	Unidas Podemos	414809308591481	Facebook	500k_1m	500k - 1m	3	1	2999997	1500000	104997	21000
Vattenfall Sverige		608975645850217	Facebook	500k_1m	500k - 1m	3	1	2999997	1500000	27781	13891
CGTN		565225540184937	Facebook	500k_1m	500k - 1m	3	1	2999997	1500000	1332	267
WWF Suomi		119054448115588	Facebook	500k_1m	500k - 1m	3	1	2999997	1500000	14997	3000
GRAFTET MICHAŁ TETERYCZ		AR164284079619964928	Google	500k_1m	500k - 1m	7	1	2107209	210720	105	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	500k_1m	500k - 1m	2	1	1999998	1000000	5998	1500
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	500k_1m	500k - 1m	2	1	1999998	1000000	5498	1100
The Labour Party	The Labour Party	25749647410	Facebook	500k_1m	500k - 1m	2	1	1999998	1000000	11569	2314
PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	500k_1m	500k - 1m	2	1	1999998	1000000	1998	1000
Κίνημα Αλλαγής	Κίνημα Αλλαγής	504891253213373	Facebook	500k_1m	500k - 1m	2	1	1999998	1000000	1498	600
MSZP	MSZP	115388925185513	Facebook	500k_1m	500k - 1m	2	1	1999998	1000000	3095	1238
Greens/EFA in the European Parliament		150527751674751	Facebook	500k_1m	500k - 1m	2	1	1999998	1000000	888	178
Maroš Šefčovič		245361515516655	Facebook	500k_1m	500k - 1m	2	1	1999998	1000000	9998	2000
Sign for my Future	Sign for my Future	1345513882259768	Facebook	500k_1m	500k - 1m	2	1	1999998	1000000	9998	2000
Ufficio d'informazione in Italia del Parlamento europeo		143544514130	Facebook	500k_1m	500k - 1m	2	1	1999998	1000000	998	200
