advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	200k_500k	200k - 500k	162	1	80999838	32400000	425016	105395
Podemos	Unidas Podemos	269212336568846	Facebook	200k_500k	200k - 500k	90	1	44999910	18000000	296410	67100
Kialo		729627343834501	Facebook	200k_500k	200k - 500k	48	1	23999952	9600000	159735	35694
European Greens		141366725876424	Facebook	200k_500k	200k - 500k	48	1	23999952	9600000	128452	31700
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	200k_500k	200k - 500k	43	1	21499957	8600000	46957	11200
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	200k_500k	200k - 500k	39	1	19499961	7800000	35919	7563
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	200k_500k	200k - 500k	35	1	17499965	7000000	36130	7983
People's Vote UK	People's Vote	748608695327755	Facebook	200k_500k	200k - 500k	35	1	17499965	7000000	170066	36451
România în primul rând	Future Innovation	770704223323599	Facebook	200k_500k	200k - 500k	32	1	15999968	6400000	18167	4580
sp.a	sp.a	57253967150	Facebook	200k_500k	200k - 500k	30	1	14999970	6000000	55970	16900
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	200k_500k	200k - 500k	27	1	13499973	5400000	126973	26000
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	200k_500k	200k - 500k	26	1	12999974	5200000	18798	4328
AMERISOFT SRL		AR573801583431647232	Google	200k_500k	200k - 500k	32	1	12734080	1273408	636	0
Best For Britain	Best for Britain	1863944713844924	Facebook	200k_500k	200k - 500k	23	1	11499977	4600000	115113	27888
Liberaalipuolue - Vapaus valita r.p.		AR52536314842578944	Google	200k_500k	200k - 500k	28	1	11142320	1114232	557	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	200k_500k	200k - 500k	22	1	10999978	4400000	22478	6000
The Labour Party	The Labour Party	25749647410	Facebook	200k_500k	200k - 500k	22	1	10999978	4400000	89656	20366
Greenpeace France		39435457457	Facebook	200k_500k	200k - 500k	22	1	10999978	4400000	48978	13700
Vlaams Belang	Vlaams Belang	56605856504	Facebook	200k_500k	200k - 500k	21	1	10499979	4200000	84979	18500
Kyriakos Mitsotakis		34848567724	Facebook	200k_500k	200k - 500k	20	1	9999980	4000000	15980	4100
Partido Popular	Partido Popular	72249031214	Facebook	200k_500k	200k - 500k	20	1	9999980	4000000	55480	14100
Conservatives	The Conservative Party	8807334278	Facebook	200k_500k	200k - 500k	19	1	9499981	3800000	82138	18515
Partito Democratico		77034286895	Facebook	200k_500k	200k - 500k	18	1	8999982	3600000	22182	4700
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	200k_500k	200k - 500k	16	1	7999984	3200000	16984	3400
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	200k_500k	200k - 500k	16	1	7999984	3200000	3249	1021
