advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Britain's Future	Britain's Future	1625300137516491	Facebook	5k_10k	5k - 10k	714	1	7139286	3570000	134564	13191
Ciudadanos	Ciudadanos	74078667754	Facebook	5k_10k	5k - 10k	674	1	6739326	3370000	67526	200
CDU	CDU	78502295414	Facebook	5k_10k	5k - 10k	571	1	5709429	2855000	57329	200
Partido Popular	Partido Popular	72249031214	Facebook	5k_10k	5k - 10k	464	1	4639536	2320000	45936	0
People's Vote UK	People's Vote	748608695327755	Facebook	5k_10k	5k - 10k	427	1	4269573	2135000	107703	14696
COALICION CANARIA		AR489541609348661248	Google	5k_10k	5k - 10k	4654	1	3502483	0	17512	0
SPD	SPD	47930567748	Facebook	5k_10k	5k - 10k	329	1	3289671	1645000	36971	1100
FDP	FDP	21289227249	Facebook	5k_10k	5k - 10k	280	1	2799720	1400000	28920	300
38 Degrees	38 Degrees	200006375787	Facebook	5k_10k	5k - 10k	231	1	2309769	1155000	26463	0
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	5k_10k	5k - 10k	211	1	2109789	1055000	29264	1272
European Parliament		178362315106	Facebook	5k_10k	5k - 10k	196	1	1959804	980000	19325	0
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	5k_10k	5k - 10k	192	1	1919808	960000	24310	578
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	5k_10k	5k - 10k	1897	1	1427634	0	7138	0
ČSSD	ČSSD	111041662264882	Facebook	5k_10k	5k - 10k	140	1	1399860	700000	10992	3178
Roberta Metsola		406824526101449	Facebook	5k_10k	5k - 10k	121	1	1209879	605000	11979	0
SPÖ	SPÖ	77393060080	Facebook	5k_10k	5k - 10k	120	1	1199880	600000	12280	100
Conservatives	The Conservative Party	8807334278	Facebook	5k_10k	5k - 10k	111	1	1109889	555000	15493	694
mmb media agentur d.o.o.		AR524572049809604608	Google	5k_10k	5k - 10k	1379	1	1037800	0	5189	0
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	5k_10k	5k - 10k	102	1	1019898	510000	10898	200
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	5k_10k	5k - 10k	96	1	959904	480000	11504	500
Δημήτρης Καιρίδης-Dimitris Kairidis	Dimitrios Kairidis	165710610795923	Facebook	5k_10k	5k - 10k	89	1	889911	445000	8811	0
Rädda Barnen		72659261793	Facebook	5k_10k	5k - 10k	86	1	859914	430000	11336	3435
Kialo		729627343834501	Facebook	5k_10k	5k - 10k	80	1	799920	400000	11336	990
Katarina Barley	SPD	1522202731410785	Facebook	5k_10k	5k - 10k	78	1	779922	390000	7722	0
Gazeta Wyborcza		63563473556	Facebook	5k_10k	5k - 10k	76	1	759924	380000	2494	186
