age_code	age_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
13_17	13-17	IE	Ireland	651	226	1143194	415485	6050	314
18_24	18-24	IE	Ireland	4433	1115	20117665	7892845	116743	18061
25_34	25-34	IE	Ireland	5030	1218	16133041	6001397	108217	16664
35_44	35-44	IE	Ireland	5001	1214	12479608	4582726	88141	13398
45_54	45-54	IE	Ireland	4739	1168	8068922	2863558	58825	8552
55_64	55-64	IE	Ireland	3991	1078	4242527	1437357	31921	4301
65_	65+	IE	Ireland	3415	959	3003797	1009221	22390	3122
