audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m18_24	male (18-24)	PL	Poland	7377	1582	29402402	11176162	82569	16869
m25_34	male (25-34)	PL	Poland	8296	1749	26617163	10113610	85596	17182
f18_24	female (18-24)	PL	Poland	7576	1613	25070147	9725971	66117	14563
f25_34	female (25-34)	PL	Poland	8539	1784	19750283	7670037	58351	12015
m35_44	male (35-44)	PL	Poland	8239	1725	19200550	6978191	61311	11991
f35_44	female (35-44)	PL	Poland	8526	1763	18200763	6683474	54023	10937
f55_64	female (55-64)	PL	Poland	7370	1549	14806044	4824743	49068	8808
f45_54	female (45-54)	PL	Poland	8240	1684	12923425	4507720	40633	8074
m45_54	male (45-54)	PL	Poland	7935	1648	11465360	3974220	37612	7148
f65_	female (65+)	PL	Poland	6213	1350	9225607	2942988	31145	5283
m55_64	male (55-64)	PL	Poland	7103	1518	8092938	2644010	27035	4666
m65_	male (65+)	PL	Poland	5995	1334	5557006	1816240	18512	3118
f13_17	female (13-17)	PL	Poland	930	287	2580585	918273	4717	546
m13_17	male (13-17)	PL	Poland	886	278	1935017	688747	3733	487
u35_44	unknown (35-44)	PL	Poland	6225	1437	226202	81720	823	161
u25_34	unknown (25-34)	PL	Poland	5480	1346	142508	52959	531	108
u18_24	unknown (18-24)	PL	Poland	4180	1095	77412	27787	280	55
u45_54	unknown (45-54)	PL	Poland	5123	1247	72764	25873	274	54
u65_	unknown (65+)	PL	Poland	3743	998	45147	14955	158	26
u55_64	unknown (55-64)	PL	Poland	3825	1023	33256	11157	114	20
u13_17	unknown (13-17)	PL	Poland	522	213	7102	2507	17	1
