region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
banska_bystrica_region	Banská Bystrica Region	SK	Slovakia	4111	495	1288904	395643	11619	621
bratislava_region	Bratislava Region	SK	Slovakia	4484	587	3967367	1238996	33921	3197
kosice_region	Košice Region	SK	Slovakia	4314	521	2307044	701386	17192	965
nitra_region	Nitra Region	SK	Slovakia	4120	511	1539904	458168	21397	467
presov	Presov	SK	Slovakia	3488	498	1760055	544950	11230	899
trencin_region	Trenčín Region	SK	Slovakia	3468	472	853787	273347	6413	378
trnava_region	Trnava Region	SK	Slovakia	4189	510	1170481	357516	16453	473
zilina_region	Žilina Region	SK	Slovakia	3351	469	1565145	457017	11822	918
