day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d133	2019-05-13	BG	Bulgaria	192	64	757991	218301	2573	107
d132	2019-05-12	BG	Bulgaria	246	69	1034364	303566	3344	146
d131	2019-05-11	BG	Bulgaria	269	69	1092126	325230	3480	155
d130	2019-05-10	BG	Bulgaria	269	71	1146549	357978	4489	211
d129	2019-05-09	BG	Bulgaria	242	70	911174	308644	3228	189
d128	2019-05-08	BG	Bulgaria	240	66	573553	184206	2352	104
d127	2019-05-07	BG	Bulgaria	229	67	403348	141746	1690	97
d126	2019-05-06	BG	Bulgaria	227	65	394667	140745	1746	99
d125	2019-05-05	BG	Bulgaria	234	71	817033	291923	2077	111
d124	2019-05-04	BG	Bulgaria	244	72	644840	216839	2127	124
d123	2019-05-03	BG	Bulgaria	252	75	510372	190015	1701	103
d122	2019-05-02	BG	Bulgaria	250	76	489517	184528	1686	101
d121	2019-05-01	BG	Bulgaria	250	72	451171	172080	1586	104
d120	2019-04-30	BG	Bulgaria	287	79	434900	164521	1459	117
d119	2019-04-29	BG	Bulgaria	284	81	687267	300439	1710	410
d118	2019-04-28	BG	Bulgaria	232	78	482068	214342	1164	367
d117	2019-04-27	BG	Bulgaria	230	82	490325	222958	1063	351
d116	2019-04-26	BG	Bulgaria	257	85	633760	269097	1694	468
d115	2019-04-25	BG	Bulgaria	236	83	207014	78957	560	75
d114	2019-04-24	BG	Bulgaria	224	85	225050	70460	646	64
d113	2019-04-23	BG	Bulgaria	250	86	384501	137427	1513	246
d112	2019-04-22	BG	Bulgaria	221	86	152241	53457	502	71
d111	2019-04-21	BG	Bulgaria	240	88	297415	117502	1558	262
d110	2019-04-20	BG	Bulgaria	236	95	248017	99406	1405	209
d109	2019-04-19	BG	Bulgaria	252	101	299067	124770	1544	245
d108	2019-04-18	BG	Bulgaria	242	98	186247	76641	1175	191
d107	2019-04-17	BG	Bulgaria	241	98	200137	73143	1346	191
d106	2019-04-16	BG	Bulgaria	264	102	286742	118421	1730	308
d105	2019-04-15	BG	Bulgaria	324	115	310568	119484	1705	121
d104	2019-04-14	BG	Bulgaria	311	120	281282	113994	827	135
