recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-17	2019-05-17	PL	Poland	1430	246	8607217	3086148	29966	6313
rd2	Last 2 days	2019-05-16	2019-05-17	PL	Poland	1603	264	18272860	6502699	64272	13296
rd3	Last 3 days	2019-05-15	2019-05-17	PL	Poland	1804	276	27802914	9707862	96086	19652
rd4	Last 4 days	2019-05-14	2019-05-17	PL	Poland	1942	290	35886899	12556877	124691	25734
rd5	Last 5 days	2019-05-13	2019-05-17	PL	Poland	2060	308	42162993	14822083	145634	30377
rd6	Last 6 days	2019-05-12	2019-05-17	PL	Poland	2193	319	47889894	16948820	163563	34108
rw1	Last week	2019-05-11	2019-05-17	PL	Poland	2320	331	54052805	19293214	181053	37607
rw2	Last 2 weeks	2019-05-04	2019-05-17	PL	Poland	3503	401	83175597	29517990	257068	52548
rw3	Last 3 weeks	2019-04-27	2019-05-17	PL	Poland	4116	503	105225525	38277234	313579	64307
rw4	Last 4 weeks	2019-04-20	2019-05-17	PL	Poland	4497	606	112448341	40755800	338962	68917
rm1	Last month	2019-04-18	2019-05-17	PL	Poland	4657	666	114420822	41447376	345400	70135
rm2	Last 2 months	2019-03-19	2019-05-17	PL	Poland	7284	1449	165126495	60098359	477389	93461
rm3	Last 3 months	2019-02-17	2019-05-17	PL	Poland	8142	1673	181138767	65701859	518651	99810
rm6	Last 6 months	2019-01-01	2019-05-17	PL	Poland	8409	1736	186637544	67919507	532253	102926
