advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Nikolaj Villumsen	Nikolaj Villumsen	529124290474705	Facebook	5k_10k	5k - 10k	DK	Denmark	14	1	139986	70000	1069	294
Liberal Alliance	Liberal Alliance	106952222676974	Facebook	5k_10k	5k - 10k	DK	Denmark	8	1	79988	39998	534	107
Zenia Stampe	Zenia Stampe	127344360615074	Facebook	5k_10k	5k - 10k	DK	Denmark	8	1	79987	39997	936	428
Sophie Løhde	Sophie Løhde	699619700116377	Facebook	5k_10k	5k - 10k	DK	Denmark	8	1	79973	39990	869	374
Pernille Weiss	Det Konservative Folkeparti	2071183673144991	Facebook	5k_10k	5k - 10k	DK	Denmark	7	1	69993	34999	4149	870
Margrete Auken	SF	36730930417	Facebook	5k_10k	5k - 10k	DK	Denmark	7	1	69993	35000	601	200
SF	SF	74796954245	Facebook	5k_10k	5k - 10k	DK	Denmark	7	1	69993	35000	534	147
Mona Juul	Mona Juul	2079067062409423	Facebook	5k_10k	5k - 10k	DK	Denmark	7	1	69992	34999	802	361
Nick Zimmermann - Dansk Folkeparti	Zimmermann Nick	331034483992282	Facebook	5k_10k	5k - 10k	DK	Denmark	7	1	69992	35000	601	200
Europa-Parlamentet i Danmark	Europa-Parlamentet i Danmark	128700897207990	Facebook	5k_10k	5k - 10k	DK	Denmark	7	1	69990	34998	668	254
Enhedslisten	Enhedslisten	223040066022	Facebook	5k_10k	5k - 10k	DK	Denmark	7	1	69989	34998	735	307
Pia Olsen Dyhr	SF	49348971479	Facebook	5k_10k	5k - 10k	DK	Denmark	6	1	59994	30000	1739	428
Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	5k_10k	5k - 10k	DK	Denmark	6	1	59994	30000	601	241
Asger Christensen i EU	Christensen Asger Bank Møller	1450750935146684	Facebook	5k_10k	5k - 10k	DK	Denmark	6	1	59992	29999	735	348
Zetland	Zetland	341299649231023	Facebook	5k_10k	5k - 10k	DK	Denmark	5	1	49995	25000	334	66
Marianne Vind	Marianne Vind	329236874385098	Facebook	5k_10k	5k - 10k	DK	Denmark	5	1	49995	25000	1070	294
Morten Østergaard	Radikale Venstre	252520351444054	Facebook	5k_10k	5k - 10k	DK	Denmark	5	1	49995	25000	334	66
Henrik Sass Larsen	Socialdemokratiet	530069377053107	Facebook	5k_10k	5k - 10k	DK	Denmark	5	1	49995	25000	534	227
Christel Schaldemose	Christel Schaldemose	424159230945271	Facebook	5k_10k	5k - 10k	DK	Denmark	5	1	49995	25000	1070	294
Marie Høgh  - konservativ folketingskandidat i Københavns storkreds	Det Konservative Folkeparti	369282413923161	Facebook	5k_10k	5k - 10k	DK	Denmark	5	1	49995	25000	668	334
Caspar Stefani	Det Konservative Folkeparti	1333714923324143	Facebook	5k_10k	5k - 10k	DK	Denmark	5	1	49995	25000	601	281
Alex Vanopslagh	Alex Vanopslagh	671022293105597	Facebook	5k_10k	5k - 10k	DK	Denmark	5	1	49994	24999	467	174
Jeppe Kofod	Socialdemokratiet	137685999659722	Facebook	5k_10k	5k - 10k	DK	Denmark	5	1	49994	24999	534	227
Casper Pedersen	Pedersen Casper	2252326791657399	Facebook	5k_10k	5k - 10k	DK	Denmark	5	1	49993	24999	401	120
Mette Thiesen	Mette Thiesen	718327901589937	Facebook	5k_10k	5k - 10k	DK	Denmark	5	1	49973	24989	1203	401
