advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Sosialidemokraatit SDP		108945982480217	Facebook	100_1k	100 - 1k	FI	Finland	145	1	13646219	5353480	80838	21295
WWF Suomi		119054448115588	Facebook	100_1k	100 - 1k	FI	Finland	20	1	3949818	1779930	11979	3599
European Parliament		178362315106	Facebook	100_1k	100 - 1k	FI	Finland	48	1	3107124	1212944	17992	6007
Vihreät - De Gröna	Vihreät - De Gröna	33722070600	Facebook	100_1k	100 - 1k	FI	Finland	30	1	2999345	1319709	16967	4599
Kokoomus	Kokoomus	201285237101	Facebook	100_1k	100 - 1k	FI	Finland	26	1	1209973	349999	12973	2599
Perussuomalaiset	Perussuomalaiset	181106108341	Facebook	100_1k	100 - 1k	FI	Finland	13	1	769712	279911	6984	1699
Sirpa Pietikäinen	Sirpa Pietikäinen	140188405326	Facebook	100_1k	100 - 1k	FI	Finland	17	1	735065	161247	9267	2123
Miapetra Kumpula-Natri	Euroopassa Suomen tähden  / Miapetra Kumpula-Natri	922311201130062	Facebook	100_1k	100 - 1k	FI	Finland	16	1	728911	271045	6548	1612
Liike Nyt		194677504471503	Facebook	100_1k	100 - 1k	FI	Finland	14	1	679948	204983	7485	1799
Kaisa Penny	Kaisa Penny	259256970891807	Facebook	100_1k	100 - 1k	FI	Finland	5	1	599994	269999	2994	899
Antton Rönnholm	Antton Rönnholm	575908612596562	Facebook	100_1k	100 - 1k	FI	Finland	9	1	509989	164999	4490	899
Viite - Tieteen ja teknologian vihreät		73631194779	Facebook	100_1k	100 - 1k	FI	Finland	1	1	499755	199902	498	99
European Greens		141366725876424	Facebook	100_1k	100 - 1k	FI	Finland	19	1	415090	176371	3560	1314
Timo Huhtamäki		2161903010535300	Facebook	100_1k	100 - 1k	FI	Finland	4	1	385700	184083	2280	985
Piia Kurki	Piia Kurki	270567833058986	Facebook	100_1k	100 - 1k	FI	Finland	7	1	349992	69999	3492	699
Keskusta	Suomen Keskusta	55312855747	Facebook	100_1k	100 - 1k	FI	Finland	6	1	349908	99982	2993	599
Camilla Gunell till EU 2019	Socialdemokraterna på Åland	360575481205047	Facebook	100_1k	100 - 1k	FI	Finland	7	1	349877	69976	3491	699
Finlands svenska socialdemokrater - FSD		174819292560785	Facebook	100_1k	100 - 1k	FI	Finland	7	1	348092	69619	3474	696
Petri Sarvamaa	Petri Sarvamaa	164624737027350	Facebook	100_1k	100 - 1k	FI	Finland	8	1	319991	69999	3992	799
Vasemmistoliitto		60390955171	Facebook	100_1k	100 - 1k	FI	Finland	7	1	309962	64993	3492	699
Leena Zittling - Eurovaaliehdokas 2019 - KOK	Miettinen Pasi Olavi	804330503290879	Facebook	100_1k	100 - 1k	FI	Finland	2	1	299997	149999	997	199
Greenpeace Suomi	Greenpeace Suomi	9227859351	Facebook	100_1k	100 - 1k	FI	Finland	6	1	299993	59999	2993	599
Henna Virkkunen	Henna Virkkunen	120537424633927	Facebook	100_1k	100 - 1k	FI	Finland	3	1	249997	110000	1497	300
Paula Aikio-Tallgren EU-vaaliehdokas	Pohjoisen asian osaajat ry	510346432432044	Facebook	100_1k	100 - 1k	FI	Finland	3	1	249996	109999	1496	299
Henna Partanen		272647342835936	Facebook	100_1k	100 - 1k	FI	Finland	4	1	249996	79999	1996	399
