location_code	location_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
england_UK	England, United Kingdom	52979	4925	806875314	275599979	10093260	1368593
flemish_region_BE	Flemish Region, Belgium	11462	1890	280089313	109011269	1915047	369797
andalusia_ES	Andalusia, Spain	10284	1412	111925236	43157680	699077	104664
nordrhein_westfalen_DE	Nordrhein-Westfalen, Germany	28285	2431	110041879	35242327	1111643	107177
attica_region_EL	Attica (region), Greece	7063	1232	110005653	41206965	426259	48097
cataluna_ES	Cataluña, Spain	10184	1514	109713911	43277298	672334	110588
vienna_AT	Vienna, Austria	9295	1189	91396286	32130411	803629	125146
lombardia_IT	Lombardia, Italy	11960	2993	77946196	28438028	412680	46284
wallonia_BE	Wallonia, Belgium	7916	1673	76487045	28878767	521329	89747
comunidad_valenciana_ES	Comunidad Valenciana, Spain	9821	1329	76436904	29781534	441626	72783
comunidad_de_madrid_ES	Comunidad de Madrid, Spain	9205	1377	71370582	28605637	433878	73423
baden_wurttemberg_DE	Baden-Württemberg, Germany	28263	2359	69541546	22052033	790351	65641
bayern_DE	Bayern, Germany	27083	2321	63227041	21539282	684321	70575
ile_de_france_FR	Île-de-France, France	11032	2489	60754333	23150114	513031	83283
lazio_IT	Lazio, Italy	10649	2653	58104452	21112830	298788	33939
brussels_BE	Brussels, Belgium	9239	1720	57696842	20740991	448537	74504
scotland_UK	Scotland, United Kingdom	21027	2302	57303673	20176975	637075	95046
budapest_HU	Budapest, Hungary	4520	928	54288278	22102696	137837	43208
bucharest_RO	Bucharest, Romania	4759	957	53660793	22331402	123101	28472
wales_UK	Wales, United Kingdom	23494	2386	51304483	17405661	601399	84327
campania_IT	Campania, Italy	9926	2373	50946302	18904271	241594	27861
stockholm_county_SE	Stockholm County, Sweden	8908	1335	49601784	16979793	404733	100146
piedmont_IT	Piedmont, Italy	10873	2598	46922494	16871345	252377	30022
capital_region_of_denmark_DK	Capital Region of Denmark, Denmark	8208	1232	44949583	13956261	434053	100835
central_macedonia_EL	Central Macedonia, Greece	5799	1046	44469805	16531368	162086	15802
niedersachsen_DE	Niedersachsen, Germany	26168	2076	43424648	13543315	461572	37842
sicilia_IT	Sicilia, Italy	9287	2272	43128687	16272273	200495	24043
masovian_voivodeship_PL	Masovian Voivodeship, Poland	5598	1217	43058585	15651633	158490	32411
emilia_romagna_IT	Emilia-Romagna, Italy	10843	2676	42253817	15066636	248423	23363
hessen_DE	Hessen, Germany	26080	2115	39173014	12500585	423356	39219
veneto_IT	Veneto, Italy	10222	2564	38739515	13803549	205282	20292
berlin_DE	Berlin, Germany	24812	2159	36487791	11872546	409971	45567
islas_canarias_ES	Islas Canarias, Spain	7888	1203	36216748	13341758	205700	27620
central_denmark_region_DK	Central Denmark Region, Denmark	7681	1044	35445470	10930851	329583	78567
puglia_IT	Puglia, Italy	9558	2314	34993439	12812683	169768	18550
tuscany_IT	Tuscany, Italy	10024	2530	34635740	12313974	197806	19055
vastra_gotaland_county_SE	Västra Götaland County, Sweden	8287	1192	34184088	11605328	300533	73949
central_region_MT	Central Region, Malta	4802	830	33443532	11375510	192904	15696
uusimaa_FI	Uusimaa, Finland	5158	943	32927588	11185939	340131	52841
upper_austria_AT	Upper Austria, Austria	8702	921	32118760	10117523	366186	36757
galicia_ES	Galicia, Spain	7953	1088	31602979	11729896	232688	27463
zuid_holland_NL	Zuid-Holland, Netherlands	5624	1137	31168880	12428288	252110	51545
rheinland_pfalz_DE	Rheinland-Pfalz, Germany	25795	2121	30348485	9141323	384214	27123
rhone_alpes_FR	Rhône-Alpes, France	9585	2010	30336257	11904013	250117	40892
region_of_southern_denmark_DK	Region of Southern Denmark, Denmark	7625	1026	29500193	9044606	276656	62664
castilla_y_leon_ES	Castilla y Leon, Spain	9684	1086	28432712	10242586	271467	24953
aragon_ES	Aragón, Spain	12756	1040	26771030	7397907	664779	13377
noord_holland_NL	Noord-Holland, Netherlands	5723	1164	26104900	10077435	228508	45479
skane_county_SE	Skåne County, Sweden	8075	1179	26080403	8980881	223536	55440
prague_CZ	Prague, Czechia	6215	767	25373477	8576759	106476	25703
provence_alpes_cote_dazur_FR	Provence-Alpes-Côte d'Azur, France	9609	2023	24403146	9408219	193154	29523
silesian_voivodeship_PL	Silesian Voivodeship, Poland	4622	1089	23693886	8431710	66442	12672
dublin_IE	Dublin, Ireland	4223	1050	22748299	8592744	145150	20753
hamburg_DE	Hamburg, Germany	23957	1906	21651787	6881019	264618	24463
castilla_la_mancha_ES	Castilla-La Mancha, Spain	8297	1061	21151395	8124357	150438	18936
bratislava_region_SK	Bratislava Region, Slovakia	6326	704	21097730	7166367	141526	16805
styria_AT	Styria, Austria	7181	907	20176946	7090310	178834	28191
kosice_region_SK	Košice Region, Slovakia	6146	627	19723210	6689958	123726	12041
luxembourg_district_LU	Luxembourg District, Luxembourg	3434	739	19520355	6509232	112681	12351
presov_SK	Presov, Slovakia	5384	592	19336984	6810376	102851	12634
cluj_county_RO	Cluj County, Romania	4198	830	19209662	7833650	54463	11446
nord_pas_de_calais_FR	Nord-Pas-de-Calais, France	9168	1917	18704036	7488226	143209	25602
pest_county_HU	Pest County, Hungary	3772	795	18498256	7619891	44138	15090
pais_vasco_ES	País Vasco, Spain	6295	1072	18468095	6933181	128958	18456
sachsen_DE	Sachsen, Germany	23374	1850	18116002	5694459	219203	18621
balearic_islands_ES	Balearic Islands, Spain	7141	1081	18018749	6371710	112687	14212
south_eastern_region_MT	South Eastern Region, Malta	3626	518	17989314	6093589	95923	8083
zealand_region_DK	Zealand Region, Denmark	7074	972	17709796	5463033	165734	39519
gelderland_NL	Gelderland, Netherlands	5030	976	17619450	7002112	137385	27215
north_brabant_NL	North Brabant, Netherlands	5349	1051	17333288	6960765	142711	29318
eastern_macedonia_and_thrace_EL	Eastern Macedonia and Thrace, Greece	4690	841	17048975	6072568	56981	4942
lower_austria_AT	Lower Austria, Austria	7875	931	16924381	5826963	183075	22992
region_of_murcia_ES	Region of Murcia, Spain	7138	1077	16901586	6271830	104068	13897
calabria_IT	Calabria, Italy	8891	2105	16868640	6326828	78468	9191
northern_ireland_UK	Northern Ireland, United Kingdom	16311	2007	16772108	5755069	200568	19918
greater_poland_voivodeship_PL	Greater Poland Voivodeship, Poland	4455	1056	16568703	6254180	45596	9003
crete_EL	Crete, Greece	4852	884	16427517	6189342	55709	5586
zagreb_HR	Zagreb, Croatia	2816	678	16096224	5881269	53163	6041
western_greece_EL	Western Greece, Greece	4898	876	16063735	5848830	63950	4889
vilnius_county_LT	Vilnius County, Lithuania	2846	619	15760928	5567760	69453	7501
nitra_region_SK	Nitra Region, Slovakia	5900	623	15731677	5350051	116868	9135
north_denmark_region_DK	North Denmark Region, Denmark	6524	882	15692556	4876922	145606	34438
liguria_IT	Liguria, Italy	9433	2229	15549925	5498225	84103	8603
lisbon_district_PT	Lisbon District, Portugal	3577	1085	15469581	6096781	59089	9144
zilina_region_SK	Žilina Region, Slovakia	5225	561	15398051	5394876	89722	10693
sofia_city_province_BG	Sofia City Province, Bulgaria	2757	706	15271992	5667923	55654	7092
iasi_county_RO	Iași County, Romania	3859	786	15211924	6114064	31199	6707
extremadura_ES	Extremadura, Spain	6465	945	15118011	5671465	103557	11668
thessaly_EL	Thessaly, Greece	4880	884	15050048	5650948	54399	5003
south_moravian_region_CZ	South Moravian Region, Czechia	5825	676	14906473	5103420	59491	14655
lesser_poland_voivodeship_PL	Lesser Poland Voivodeship, Poland	4573	1098	14667514	5463610	45081	8374
lower_silesian_voivodeship_PL	Lower Silesian Voivodeship, Poland	4464	1095	14468505	5361671	45477	8536
banska_bystrica_region_SK	Banská Bystrica Region, Slovakia	5899	599	14349325	4931279	93997	8687
trnava_region_SK	Trnava Region, Slovakia	5943	599	14233329	4864216	103919	8894
schleswig_holstein_DE	Schleswig-Holstein, Germany	22835	1754	14223210	4380785	155716	12449
borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	3442	675	14183514	5874901	30319	10594
principality_of_asturias_ES	Principality of Asturias, Spain	6862	971	14091270	5615997	86721	13908
timis_county_RO	Timiș County, Romania	3966	817	13987513	5821704	30358	6550
aquitaine_FR	Aquitaine, France	8948	1843	13660751	5348989	107210	17164
lublin_voivodeship_PL	Lublin Voivodeship, Poland	3921	913	13588525	5102805	34928	6803
kurzeme_region_LV	Kurzeme Region, Latvia	2452	608	13435075	4806001	56042	6805
lodz_voivodeship_PL	Łódź Voivodeship, Poland	4280	1001	13347212	4776975	36313	6622
mures_county_RO	Mureș County, Romania	3735	739	13114331	5248150	23348	4801
pays_de_la_loire_FR	Pays de la Loire, France	8632	1791	13104502	5203107	102053	16518
pomeranian_voivodeship_PL	Pomeranian Voivodeship, Poland	4197	1003	13006155	4649404	39341	7909
languedoc_roussillon_FR	Languedoc-Roussillon, France	8799	1792	12966490	4949201	108112	16962
dolj_county_RO	Dolj County, Romania	3498	702	12923363	5369329	25201	6112
midi_pyrenees_FR	Midi-Pyrénées, France	8800	1804	12869383	4980598	97113	15525
marche_IT	Marche, Italy	8983	2162	12856462	4638405	69143	6722
constanta_county_RO	Constanța County, Romania	3747	753	12760212	5146593	30104	6109
sardinia_IT	Sardinia, Italy	8450	2029	12759099	4817027	61770	7350
bretagne_FR	Bretagne, France	8570	1755	12722698	4976265	97946	17378
lefkosa_district_CY	Lefkoşa District, Cyprus	1884	441	12623810	4190571	53456	4451
tyrol_AT	Tyrol, Austria	6578	888	12597958	4369969	111164	16396
kuyavian_pomeranian_voivodeship_PL	Kuyavian-Pomeranian Voivodeship, Poland	4010	946	12544053	4543781	36562	7384
bihor_county_RO	Bihor County, Romania	3728	739	12470484	4992146	23986	5006
trencin_region_SK	Trenčín Region, Slovakia	5269	560	12170569	4287057	72390	8684
harju_county_EE	Harju County, Estonia	2306	519	12145457	4452705	67411	10059
thuringen_DE	Thüringen, Germany	21646	1705	11561852	3537170	135351	10358
brasov_county_RO	Brașov County, Romania	3789	759	11549516	4741569	21976	4891
galati_county_RO	Galați County, Romania	3547	727	11512007	4835050	28468	6551
lorraine_FR	Lorraine, France	8554	1780	11469566	4544845	99648	18354
szabolcs_szatmar_bereg_county_HU	Szabolcs-Szatmár-Bereg County, Hungary	3250	651	11243142	4704666	23967	8436
bacs_kiskun_county_HU	Bács-Kiskun County, Hungary	3375	666	11144018	4564048	24718	8410
prahova_county_RO	Prahova County, Romania	3544	722	11142042	4721817	22644	4978
hajdu_bihar_county_HU	Hajdú-Bihar County, Hungary	3473	676	11101622	4639569	24661	8588
southern_aegean_EL	Southern Aegean, Greece	4700	864	10895936	3751222	36693	3392
abruzzo_IT	Abruzzo, Italy	8829	2079	10840684	3993970	57054	5944
saxony_anhalt_DE	Saxony-Anhalt, Germany	21321	1668	10629576	3157782	122307	9876
umbria_IT	Umbria, Italy	8651	2101	10478954	3567996	61057	5115
ostergotland_county_SE	Östergötland County, Sweden	6939	939	10437740	3593199	91152	22367
peloponnese_region_EL	Peloponnese (region), Greece	4713	857	10427167	3689818	43279	3220
porto_district_PT	Porto District, Portugal	3147	955	10329820	4172578	33777	5053
moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	5330	606	10138223	3531869	39270	9937
limburg_NL	Limburg, Netherlands	4972	996	10068123	3859129	78221	15280
suceava_county_RO	Suceava County, Romania	3405	710	10019957	4318987	19215	4248
bacau_county_RO	Bacău County, Romania	3550	713	9965142	4096911	19716	4357
csongrad_county_HU	Csongrád County, Hungary	3451	667	9862018	4100976	22483	7661
southwest_finland_FI	Southwest Finland, Finland	4237	728	9858712	3410188	108822	14515
arad_county_RO	Arad County, Romania	3644	739	9810312	4015326	21788	4706
gyor_moson_sopron_county_HU	Győr-Moson-Sopron County, Hungary	3608	694	9764876	4022004	22291	7539
kaunas_county_LT	Kaunas County, Lithuania	2585	551	9709107	3675587	42234	4896
utrecht_NL	Utrecht, Netherlands	4771	947	9662220	3771137	80818	16078
maramures_county_RO	Maramureș County, Romania	3548	728	9492609	3836178	19430	4113
saarland_DE	Saarland, Germany	21003	1615	9482382	2851189	104476	9723
centre_FR	Centre, France	8363	1745	9444809	3740706	78399	14298
epirus_region_EL	Epirus (region), Greece	4603	840	9414347	3243634	34978	2850
arges_county_RO	Argeș County, Romania	3402	698	9355533	4036427	18513	4163
friuli_venezia_giulia_IT	Friuli-Venezia Giulia, Italy	8910	2134	9325501	3433450	54380	5716
overijssel_NL	Overijssel, Netherlands	4476	859	9291435	3751478	74929	14833
salzburg_AT	Salzburg, Austria	6485	836	9233222	3257493	82648	12579
