advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	stara_zagora_province_BG	Stara Zagora Province, Bulgaria	70	1	379643	171232	696	184
Демократична България	Демократична България	995342840629890	Facebook	stara_zagora_province_BG	Stara Zagora Province, Bulgaria	28	1	194587	83106	265	42
Приоритети	БЗНС	1163987410423594	Facebook	stara_zagora_province_BG	Stara Zagora Province, Bulgaria	79	1	166974	56859	424	15
European Greens		141366725876424	Facebook	stara_zagora_province_BG	Stara Zagora Province, Bulgaria	36	1	138349	61857	289	87
Valeri Simeonov		1967166133516609	Facebook	stara_zagora_province_BG	Stara Zagora Province, Bulgaria	16	1	88357	34858	154	20
Kialo		729627343834501	Facebook	stara_zagora_province_BG	Stara Zagora Province, Bulgaria	241	1	74585	28532	392	91
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	stara_zagora_province_BG	Stara Zagora Province, Bulgaria	55	1	60993	28216	128	35
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	stara_zagora_province_BG	Stara Zagora Province, Bulgaria	62	1	59969	24112	197	41
Росен Богомилов	Ivanov Hristo	1183492355137046	Facebook	stara_zagora_province_BG	Stara Zagora Province, Bulgaria	3	1	53019	26509	187	37
Движение ВОЛЯ		289082018098560	Facebook	stara_zagora_province_BG	Stara Zagora Province, Bulgaria	1	1	50415	25208	25	5
Бареков и Байрактаров без цензура - ТВ предаване		405986069871245	Facebook	stara_zagora_province_BG	Stara Zagora Province, Bulgaria	10	1	43355	15284	84	20
Стефан Тафров	Стефан Тафров	233810563693016	Facebook	stara_zagora_province_BG	Stara Zagora Province, Bulgaria	17	1	39665	12951	100	6
Крум Дончев/Krum Donchev		155516354469476	Facebook	stara_zagora_province_BG	Stara Zagora Province, Bulgaria	8	1	35522	17119	24	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	stara_zagora_province_BG	Stara Zagora Province, Bulgaria	29	1	32988	13753	63	13
informo.bg	informo.bg	262524054082832	Facebook	stara_zagora_province_BG	Stara Zagora Province, Bulgaria	7	1	30245	13004	61	8
Volen Siderov		48268614826	Facebook	stara_zagora_province_BG	Stara Zagora Province, Bulgaria	21	1	29633	6508	92	0
България на Труда и Разума - БТР		709384432421964	Facebook	stara_zagora_province_BG	Stara Zagora Province, Bulgaria	8	1	29489	9034	56	4
Радан Кънев	Радан Кънев	1461853244069926	Facebook	stara_zagora_province_BG	Stara Zagora Province, Bulgaria	15	1	27394	10195	76	4
За Петър Чобанов	Chobanov Petar	762986410409232	Facebook	stara_zagora_province_BG	Stara Zagora Province, Bulgaria	24	1	25836	5433	210	0
Петър Клисаров	ПП Пряка Демокрация	2041389956077700	Facebook	stara_zagora_province_BG	Stara Zagora Province, Bulgaria	16	1	22435	5087	80	0
Път на младите	Път на младите	2051476654950711	Facebook	stara_zagora_province_BG	Stara Zagora Province, Bulgaria	7	1	17256	7717	44	6
Ваня Григорова - независим кандидат за евродепутат	Vanya Grigorova 	344617396401957	Facebook	stara_zagora_province_BG	Stara Zagora Province, Bulgaria	6	1	16817	5153	31	0
European Commission		107898832590939	Facebook	stara_zagora_province_BG	Stara Zagora Province, Bulgaria	3	1	16177	8088	46	11
Лиляна Павлова	Лиляна Павлова	119576588238010	Facebook	stara_zagora_province_BG	Stara Zagora Province, Bulgaria	12	1	15574	3631	75	0
Ангел Джамбазки	Войчин Мирчо	139581756144530	Facebook	stara_zagora_province_BG	Stara Zagora Province, Bulgaria	11	1	13898	4223	49	0
