advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	platform_code_filter	platform_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Harald Vilimsky		547597092025909	Facebook	f	Facebook	AT	Austria	178	1	17579676	7474538	164008	38197
SPÖ	SPÖ	77393060080	Facebook	f	Facebook	AT	Austria	726	1	16757414	5657975	129828	17398
European Parliament		178362315106	Facebook	f	Facebook	AT	Austria	134	1	11255123	4724236	107829	29409
Andreas Schieder	SPÖ	290881691011354	Facebook	f	Facebook	AT	Austria	165	1	8796469	2859462	70046	13531
Claudia Gamon	NEOS	447992848717452	Facebook	f	Facebook	AT	Austria	268	1	8330723	2854996	56431	9399
kontrast.at	kontrast.at	1079650008770485	Facebook	f	Facebook	AT	Austria	104	1	8091891	3234997	42695	13599
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	f	Facebook	AT	Austria	1318	1	6677192	1464904	148011	4398
Die Grünen	Die Grünen	21759893033	Facebook	f	Facebook	AT	Austria	101	1	5549885	1787994	41798	7499
HC Strache	FPÖ	74865038590	Facebook	f	Facebook	AT	Austria	71	1	5435924	2295997	34628	9199
Greenpeace Österreich	Greenpeace Österreich	32984679070	Facebook	f	Facebook	AT	Austria	608	1	5323363	1567988	66191	1499
Europäisches Parlament Österreich		124468054313069	Facebook	f	Facebook	AT	Austria	35	1	4394900	1824972	18064	6399
Stadt Wien	Stadt Wien	110971788921077	Facebook	f	Facebook	AT	Austria	50	1	3243950	1139000	15850	2500
Europäische Kommission - Vertretung in Österreich		187626534620326	Facebook	f	Facebook	AT	Austria	18	1	3079960	1261991	4581	699
Karoline Edtstadler	Salzburger Volkspartei	1580540041983231	Facebook	f	Facebook	AT	Austria	290	1	2858349	662881	40206	2899
OÖVP - die Oberösterreichische Volkspartei	Oberösterreichische Volkspartei	289163077789256	Facebook	f	Facebook	AT	Austria	39	1	1944961	521000	5461	400
Johann Gudenus		104145976305577	Facebook	f	Facebook	AT	Austria	50	1	1823937	706993	11049	1799
European Greens	European Greens	141366725876424	Facebook	f	Facebook	AT	Austria	19	1	1720687	712435	12827	2957
Dominik Nepp	FPÖ-Wien	135953609780627	Facebook	f	Facebook	AT	Austria	20	1	1611980	685000	9580	3000
Othmar Karas	Volkspartei	395638503864459	Facebook	f	Facebook	AT	Austria	442	1	1605558	327000	49358	1400
FPÖ	FPÖ	169051073236170	Facebook	f	Facebook	AT	Austria	16	1	1510983	641999	12283	2999
Julia Herr	Sozialistische Jugend Österreich	345172509462824	Facebook	f	Facebook	AT	Austria	23	1	1309972	543997	14776	3999
Wirtschaftskammer		125946327466544	Facebook	f	Facebook	AT	Austria	162	1	1308838	325000	19238	800
SPÖ Kärnten	SPÖ Kärnten	10150145829810364	Facebook	f	Facebook	AT	Austria	33	1	1156967	393000	8567	1600
Kialo		729627343834501	Facebook	f	Facebook	AT	Austria	355	1	1111243	386910	7255	1783
Pamela Rendi-Wagner	SPÖ-Parlamentsklub	1673371229636129	Facebook	f	Facebook	AT	Austria	72	1	1075289	273548	6870	99
