week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	2019-05-13	2019-05-17	DK	Denmark	4165	419	30659360	9188115	301937	67155
w019	Week 19	2019-05-06	2019-05-12	DK	Denmark	3616	430	37442816	11921663	370472	90851
w018	Week 18	2019-04-29	2019-05-05	DK	Denmark	2805	395	14614817	4530222	125805	30672
w017	Week 17	2019-04-22	2019-04-28	DK	Denmark	2365	393	10561017	3236242	92022	23110
w016	Week 16	2019-04-15	2019-04-21	DK	Denmark	2031	406	7568540	2381930	75414	18931
w015	Week 15	2019-04-08	2019-04-14	DK	Denmark	1982	510	5632855	1783370	51527	11343
w014	Week 14	2019-04-01	2019-04-07	DK	Denmark	1451	457	5812622	1749918	59360	13164
w013	Week 13	2019-03-25	2019-03-31	DK	Denmark	1093	363	4742485	1503137	46593	10480
w012	Week 12	2019-03-18	2019-03-24	DK	Denmark	995	337	4381688	1393955	43790	9419
w011	Week 11	2019-03-11	2019-03-17	DK	Denmark	875	301	4310947	1366511	38977	8569
w010	Week 10	2019-03-04	2019-03-10	DK	Denmark	909	298	4975611	1494844	44179	9252
w009	Week 9	2019-02-25	2019-03-03	DK	Denmark	479	159	1817033	511762	17204	4064
w008	Week 8	2019-02-18	2019-02-24	DK	Denmark	391	101	1389406	411760	10116	2009
w007	Week 7	2019-02-11	2019-02-17	DK	Denmark	321	77	1285086	401977	10471	2019
w006	Week 6	2019-02-04	2019-02-10	DK	Denmark	270	68	1089946	339607	7631	1844
w005	Week 5	2019-01-28	2019-02-03	DK	Denmark	274	62	858966	259121	6614	1534
w004	Week 4	2019-01-21	2019-01-27	DK	Denmark	210	54	699698	210831	4480	1056
w003	Week 3	2019-01-14	2019-01-20	DK	Denmark	191	53	615698	227968	4314	1292
w002	Week 2	2019-01-07	2019-01-13	DK	Denmark	143	47	523748	147119	4286	883
w001	Week 1	2019-01-01	2019-01-06	DK	Denmark	101	37	390158	103306	3649	677
