region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
harju_county	Harju County	EE	Estonia	2053	492	4251959	1516067	24531	3086
hiiu_county	Hiiu County	EE	Estonia	560	125	1327	335	4	0
ida_viru_county	Ida-Viru County	EE	Estonia	1118	256	95384	26033	940	26
jarva_county	Järva County	EE	Estonia	909	180	50718	18012	646	4
jogeva_county	Jõgeva County	EE	Estonia	824	163	6691	2052	47	2
laane_county	Lääne County	EE	Estonia	865	180	30648	12748	243	2
laane_viru_county	Lääne-Viru County	EE	Estonia	1055	221	218623	58125	1488	18
parnu_county	Pärnu County	EE	Estonia	1244	265	253669	95450	1885	249
polva_county	Põlva County	EE	Estonia	756	158	14250	3365	152	2
rapla_county	Rapla County	EE	Estonia	846	187	13470	3547	264	3
saare_county	Saare County	EE	Estonia	860	176	29364	9801	253	4
tartu_county	Tartu County	EE	Estonia	1646	371	556631	189634	2929	362
valga_county	Valga County	EE	Estonia	805	174	5204	1691	36	2
viljandi_county	Viljandi County	EE	Estonia	1063	222	80196	22446	1026	15
voru_county	Võru County	EE	Estonia	917	194	43064	10010	315	6
