country_code_filter	country_name_filter	week_code	week_label	first_day	last_day	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SE	Sweden	w019	Week 19	2019-05-06	2019-05-12	2445	400	36650708	11640993	345311	85367
SE	Sweden	w018	Week 18	2019-04-29	2019-05-05	1999	381	17792009	5886257	136017	33662
SE	Sweden	w017	Week 17	2019-04-22	2019-04-28	1404	365	6830721	2333202	55793	14294
SE	Sweden	w016	Week 16	2019-04-15	2019-04-21	1335	423	7836159	2845906	53003	14410
SE	Sweden	w015	Week 15	2019-04-08	2019-04-14	1834	625	10947713	3894824	97202	23235
SE	Sweden	w014	Week 14	2019-04-01	2019-04-07	1492	549	8428268	2819371	78854	18290
SE	Sweden	w013	Week 13	2019-03-25	2019-03-31	1244	434	9179699	3311688	82920	21590
SE	Sweden	w012	Week 12	2019-03-18	2019-03-24	1077	363	7530870	2766371	65486	16707
SE	Sweden	w011	Week 11	2019-03-11	2019-03-17	903	332	9048503	3238671	77022	19089
SE	Sweden	w010	Week 10	2019-03-04	2019-03-10	1178	355	9295993	3342612	73942	18153
SE	Sweden	w009	Week 9	2019-02-25	2019-03-03	458	164	5742654	2022134	24413	5886
SE	Sweden	w008	Week 8	2019-02-18	2019-02-24	248	92	2073443	758652	8342	2011
SE	Sweden	w007	Week 7	2019-02-11	2019-02-17	230	84	1080856	305970	7354	1421
SE	Sweden	w006	Week 6	2019-02-04	2019-02-10	194	65	1559391	459948	12428	2993
SE	Sweden	w005	Week 5	2019-01-28	2019-02-03	289	61	1956571	650659	15629	4153
SE	Sweden	w004	Week 4	2019-01-21	2019-01-27	245	61	2602008	993256	23561	5791
SE	Sweden	w003	Week 3	2019-01-14	2019-01-20	240	54	2368739	874470	19410	4730
SE	Sweden	w002	Week 2	2019-01-07	2019-01-13	216	48	2459082	838520	17920	5027
SE	Sweden	w001	Week 1	2019-01-01	2019-01-06	150	32	881074	322512	8882	2135
