gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	BG	Bulgaria	2846	751	14919266	5667365	50717	6101
m	male	BG	Bulgaria	2709	744	20355515	7598423	65477	8164
u	unknown	BG	Bulgaria	2499	692	143951	52816	582	87
