advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Демократична България	Демократична България	995342840629890	Facebook	35	1	2896965	1085000	6463	823
Mon Homéo Mon Choix		1643185362449069	Facebook	28	1	2890972	1143000	26572	5600
Primavera Sound	Influence Digital Ltd	156656398155	Facebook	637	1	2886363	706000	73901	231
Petteri Rädyn tukiyhdistys ry		AR427131130332839936	Google	17	1	2870000	280000	153750	2850
Slovenská národná strana	Slovenská národná strana	121130481252381	Facebook	64	1	2867936	1168000	15836	3200
Joe Sammut		433245190070343	Facebook	83	1	2864917	1138000	13117	1500
Karoline Edtstadler	Salzburger Volkspartei	1580540041983231	Facebook	290	1	2863710	664000	40310	2900
Matteo Gazzini	Matteo Gazzini	204493693449796	Facebook	84	1	2862916	895000	16995	2178
Gitanas Nausėda	Gitanas Nausėda	684534791927883	Facebook	62	1	2845938	886000	8538	600
CENTERPARTIETS RIKSORGANISATION		AR484881879070146560	Google	266	1	2840000	20000	110800	2350
Blendle		181375052003138	Facebook	81	1	2824919	968000	30919	5600
Irene Montero	Unidas Podemos	699285113542248	Facebook	8	1	2815992	1356000	21292	7200
Les Energies du Soleil		1684031805239401	Facebook	14	1	2815986	1246000	33386	9900
Evropski parlament Slovenija	Evropski parlament Slovenija	183314631692914	Facebook	147	1	2800853	815000	17353	700
ecoFuture & E.ON Energy Globe		104654572907664	Facebook	102	1	2794898	971000	11698	400
Plaid Cymru	Plaid Cymru	26416930992	Facebook	26	1	2791974	1104000	15244	3124
Josef Caruana		166617437361908	Facebook	67	1	2787933	872000	11833	1300
Razem	KKW Lewica Razem - Razem, Unia Pracy, RSS	430323810469014	Facebook	56	1	2774944	947000	6314	1395
Amnesty International Polska		57544755889	Facebook	67	1	2774933	956000	9708	2791
Magyar Közösség Pártja	Magyar Közösség Pártja	259594940734093	Facebook	1140	1	2762860	466000	112860	0
Oxfam Great Britain	Oxfam GB	7214031395	Facebook	83	1	2750917	950000	42604	8447
Greenpeace International		7297163299	Facebook	6	1	2749994	1210000	3808	1579
Wholesome Culture		1664959567149320	Facebook	7	1	2749993	1210000	6046	1157
Stop Cambio Climático		124967441456981	Facebook	32	1	2713968	1138000	8068	1500
Lizette Risgaard		547601668763372	Facebook	71	1	2710929	1072000	29381	7578
National Geographic		107307059419	Facebook	4	1	2699996	1300000	796	100
Riparte il futuro		476098022442147	Facebook	40	1	2692960	1085000	7960	1000
Junts per Catalunya	Junts per Catalunya	386166375144833	Facebook	36	1	2675964	1018000	9964	1600
Mi Hazánk Mozgalom	Mi Hazánk Mozgalom	620030171664750	Facebook	27	1	2673973	1084000	4646	1546
Antonio Tajani	Antonio Tajani	506531149512596	Facebook	54	1	2673946	951000	11546	2100
Flamesite s.r.o.		AR522320249995919360	Google	177	1	2670000	100000	9300	50
Departamentul pentru Agricultură și Dezvoltare Rurală al PSD	Partidul Social Democrat	339365506708219	Facebook	13	1	2650987	1130000	3169	630
Partit Nazzjonalista	Partit Nazzjonalista	159249234115841	Facebook	15	1	2649985	1150000	12185	3000
TOP 09	TOP 09	90002267161	Facebook	27	1	2645973	1053000	4786	1414
Ivan ŠTEFANEC		324560137683033	Facebook	42	1	2622958	1083000	12458	2400
Organizace pro pomoc uprchlíkům, z.s.		188235971211201	Facebook	92	1	2601908	622000	1807	470
Håll Sverige Rent	Håll Sverige Rent	236879092476	Facebook	11	1	2599989	1110000	21808	4639
CD&V	CD&V	52997544531	Facebook	101	1	2594899	806000	18899	2500
ΑΚΕΛ - AKEL	ΑΚΕΛ - AKEL	117799504920552	Facebook	84	1	2592916	773000	9516	300
George Simion		2212856535602171	Facebook	26	1	2591974	1031000	5436	1428
Κατερινα Μαρκου		832766380123763	Facebook	18	1	2581982	1082000	3382	400
McCabe 4 Mayor	John Mccabe	564061654107377	Facebook	794	1	2579206	575000	93739	694
Andrej Danko - predseda SNS	Slovenská národná strana	1495199624026639	Facebook	52	1	2567948	1072000	15948	3800
Jukka Kopra		AR232680299937398784	Google	13	1	2560000	250000	122250	2200
Comité Justice & Libertés Pour Tous - CJL		223006651523189	Facebook	6	1	2559994	1115000	994	100
Amnistía Internacional España		78151799929	Facebook	39	1	2556961	1104000	16861	2800
NT Live	NT Live	107334993856	Facebook	119	1	2546881	932000	21964	2082
Grüner Fisher Investments		138832469593845	Facebook	242	1	2544758	709000	102258	22400
Gyurcsány Ferenc	Demokratikus Koalíció	187301974635606	Facebook	29	1	2534971	896000	4441	1185
Silvia Dinică		1128229287275038	Facebook	21	1	2514979	1001000	4428	1029
Winkler Gyula		1560147330888040	Facebook	22	1	2512978	1105000	3230	819
Paddy Power		108803784913	Facebook	4	1	2499996	1100000	19996	4000
Pavel Svoboda	Křesťanská a demokratická unie - Československá strana lidová	1451376028412024	Facebook	94	1	2494906	756000	5203	1290
Mindaugas Puidokas	Puidokas Mindaugas	1739968129576961	Facebook	97	1	2476903	605000	10403	200
WWF España		57973661707	Facebook	40	1	2459960	1075000	11360	1900
Norbert Kurilla	Most-Híd (Híd-Most)	355021862017547	Facebook	38	1	2452962	928000	11862	2300
Röda Korset		111630258867610	Facebook	72	1	2452928	651000	11189	3389
European Youth Event		919232861444360	Facebook	7	1	2450993	1110000	8093	1900
Capire il cambiamento climatico		340472676679938	Facebook	10	1	2449990	1130000	9590	2200
Red Barnet		67571270393	Facebook	82	1	2444918	847000	40734	10390
Danke, Freihandel.	VDMA	226651401514704	Facebook	233	1	2432767	567000	27967	1500
Amnesty International Nederland	Amnesty International Nederland	57729029960	Facebook	42	1	2425958	899000	16658	2900
Forza Italia		172265396249029	Facebook	15	1	2411985	912000	17885	3700
Tout sur le nucléaire / Alles over kernenergie		585236024850280	Facebook	13	1	2404987	991000	11587	2900
Viorel Catarama	Dreapta Liberală - DL	795022763862618	Facebook	20	1	2395980	1121000	2285	420
Vágó Gábor	LMP - Lehet Más a Politika	453253875264	Facebook	37	1	2395963	962000	4523	1202
Moderaterna	Moderaterna	7719591155	Facebook	108	1	2393892	575000	22475	5204
Aboca		295129913955200	Facebook	56	1	2384944	708000	5544	0
Νότης Μαριάς, Ανεξάρτητος Ευρωβουλευτής		337788662974718	Facebook	23	1	2370977	987000	3877	400
NPO Zapp		205247699486388	Facebook	6	1	2354994	1161000	2694	800
Saku Petteri Räty		AR196651502918434816	Google	27	1	2340000	210000	63950	1300
Pernille Weiss	Det Konservative Folkeparti	2071183673144991	Facebook	33	1	2325967	886000	32827	8368
PSD Galati	Partidul Social Democrat Galati	1585170161775563	Facebook	22	1	2320978	990000	10332	2437
Sverige för UNHCR		643137272398136	Facebook	93	1	2320907	598000	10594	2759
Ministère Délégué Chargé des MRE et des Affaires de la Migration		700101313362955	Facebook	13	1	2304987	941000	2076	200
VICE Italia		1392630034386716	Facebook	4	1	2299996	1150000	1596	300
NHS Against Brexit	Scientists for EU	2126073340865034	Facebook	32	1	2299968	675000	15932	2545
Angelo Ciocca	Angelo Ciocca	479212098810360	Facebook	36	1	2298964	897000	9864	2400
Strana nezávislosti České republiky	Strana nezávislosti České republiky	1199083776860090	Facebook	51	1	2291949	889000	7199	1752
UNICEF France		173159234432	Facebook	38	1	2288962	899000	12062	2900
Le Monde		14892757589	Facebook	34	1	2280966	821000	5766	600
Gestion et Action Libérale		AR201311233196949504	Google	210	1	2280000	20000	103500	1850
TOP 09		AR268709096956362752	Google	156	1	2280000	80000	7800	0
Ádám Kósa Mep	Adam Kosa, Member of the European Parliament	237088069704442	Facebook	11	1	2269989	970000	5793	2641
NÁRODNÁ KOALÍCIA	NÁRODNÁ KOALÍCIA	145677979100505	Facebook	123	1	2261877	814000	18277	1300
Johann Gudenus		104145976305577	Facebook	62	1	2260938	863000	14638	2400
CIWF Italia		576664002355828	Facebook	25	1	2254975	948000	16975	4000
SOS Colabora		351877478951783	Facebook	29	1	2252971	939000	11171	2400
Sozialdemokratische Partei Österreich		AR89974685768351744	Google	8	1	2240000	220000	62100	1200
Our Future, Our Choice	Our Future, Our Choice	1777176712575796	Facebook	82	1	2223918	527000	15411	1504
Παύλος Ελευθεριάδης		768996799785550	Facebook	27	1	2205973	903000	4032	600
Luke 'Ming' Flanagan MEP	Luke 'Ming' Flanagan MEP	182354901841834	Facebook	3	1	2199997	1100000	10497	2100
Zora Jaurová • Progresívne Slovensko		267456060571592	Facebook	129	1	2197871	666000	18971	2100
Partito del Socialismo Europeo	Partito del Socialismo Europeo	1891926127734235	Facebook	43	1	2195957	730000	5457	300
MÉS per Mallorca	MÉS per Mallorca	183718528322316	Facebook	55	1	2189945	558000	8245	700
GroenLinks	GroenLinks	175740570505	Facebook	49	1	2166951	789000	12851	3100
Demokratikus Koalíció	Demokratikus Koalíció	169599166463839	Facebook	29	1	2164971	716000	3992	919
Paweł Kobyliński - Poseł na Sejm RP, Kandydat do Parlamentu Europejskiego	Paweł Kobyliński, kandydat Koalicji Europejskiej do Europarlamentu	1576591379231457	Facebook	35	1	2135965	672000	5272	1139
Cheshire West Labour	Cheshire West Labour	321249061618806	Facebook	80	1	2135920	591000	15182	1504
Petr Fiala	ODS - Občanská demokratická strana	487445514669670	Facebook	43	1	2133957	585000	9573	2156
Feministiskt initiativ	Feministiskt initiativ	112513375470294	Facebook	28	1	2129972	822000	16574	6732
Nicola Danti		241424056063716	Facebook	56	1	2120944	637000	11644	1800
Hochschulinitiative Deutschland		883028475156898	Facebook	60	1	2118940	784000	8740	700
EU Watch	EU Watch	136146920436020	Facebook	35	1	2115965	661000	6439	925
Barcelona en Comú	Barcelona en Comú	247118052078814	Facebook	247	1	2111753	472000	34053	2400
Enel Energia		1589410777971706	Facebook	5	1	2109995	955000	20095	4000
Vihreät - De Gröna		33722070600	Facebook	34	1	2106966	820000	9166	2000
Massimiliano Smeriglio	Massimiliano Smeriglio	182266801912488	Facebook	59	1	2100941	717000	9041	800
MasterClass		687589164666184	Facebook	3	1	2099997	1050000	9343	1869
CDA	CDA	320374518118	Facebook	12	1	2074988	917000	11888	2500
Declic	Declic	686190454826244	Facebook	14	1	2055986	951000	3526	945
Microsoft Education		171047642947607	Facebook	6	1	2054994	811000	18331	3649
Mes économies d'énergie		124948231440251	Facebook	11	1	2054989	801000	23089	4600
Sme rodina		600235073447674	Facebook	4	1	2049996	910000	2996	1200
Bouzidi Mourad		1840451052913778	Facebook	4	1	2049996	910000	1596	300
Jakab Péter	Országgyűlés Hivatala Jobbik Frakció	781150971947219	Facebook	16	1	2049984	760000	3590	1284
déi gréng	déi gréng	21710789873	Facebook	24	1	2034976	866000	7976	1400
Valdis Dombrovskis	Valdis Dombrovskis	984665731564266	Facebook	139	1	2027861	457000	13761	0
Greenpeace Luxembourg		67370457805	Facebook	133	1	2019867	495000	14367	300
FDP Bremen	FDP Bremen	152934608113175	Facebook	276	1	2017724	517000	30624	1100
Start Business Hellas Single Member P.C.		AR513164341793521664	Google	2	1	2000000	200000	60000	1000
CDU-Kreisverband Neustadt		AR152876371603881984	Google	2	1	2000000	200000	1000	100
Adesso Basta		1062452300584762	Facebook	2	1	1999998	1000000	9998	2000
Gambrinus		146991996743	Facebook	3	1	1999997	900000	14997	3000
Bespaarkiosk.nl		1659811130952704	Facebook	3	1	1999997	900000	14997	3000
Jörgen Warborn EU-kandidat		56002955332	Facebook	95	1	1997905	516000	20864	5343
Sotsiaaldemokraatlik Erakond	Sotsiaaldemokraatlik Erakond	123310201026539	Facebook	30	1	1994970	760000	6270	1100
World Bank		153371894688575	Facebook	40	1	1983960	720000	4949	356
5Pillars	5 Pillars	490858150969676	Facebook	10	1	1972990	920000	19660	4165
Valter Flego	Valter Flego	441675022557503	Facebook	52	1	1960948	508000	6095	623
Sawab Center FR		1211855348956946	Facebook	7	1	1954993	811000	749	145
PolEXIT		2001582129931761	Facebook	17	1	1950983	780000	4090	884
Marek Balt	KKW Koalicja Europejska PO PSL SLD  .N Zieloni	398824790221548	Facebook	29	1	1945971	697000	4180	837
OÖVP - die Oberösterreichische Volkspartei	Oberösterreichische Volkspartei	289163077789256	Facebook	39	1	1944961	521000	5461	400
Možemo - politička platforma	Možemo - politička platforma	1064762700374086	Facebook	26	1	1929974	669000	4071	445
Parlamento Europeo - Oficina en España		161616883888862	Facebook	17	1	1915983	733000	3683	500
Evropa společně	Evropa společně	535611970260854	Facebook	63	1	1911937	619000	6274	1165
Fine Gael	Fine Gael	264172043210	Facebook	8	1	1909992	775000	9192	2700
Vandebron		263935850440177	Facebook	13	1	1907987	811000	13587	2900
Simona Petrík SPOLU - občianska demokracia	Hudáčková Silvia	132353247111236	Facebook	69	1	1907931	562000	7231	100
Ιωάννης Πάιδας-Υποψήφιος Ευρωβουλευτής Νέας Δημοκρατίας		312321199470594	Facebook	43	1	1902957	617000	4257	0
Inimõiguste Instituut / Estonian Institute of Human Rights		144333745668266	Facebook	8	1	1900992	870000	4092	1100
LO Sverige		163820136238	Facebook	7	1	1899993	850000	21299	5093
GRUNDIG		1508163162762486	Facebook	14	1	1879986	862000	3555	744
Fabrizio Marrazzo		174478206566341	Facebook	50	1	1871950	539000	6950	500
Paweł Bejda	Bejda Paweł 	587380481330698	Facebook	69	1	1859931	490000	4124	581
Verv		560545637307176	Facebook	9	1	1849991	880000	4175	1335
Teknologia ja tulevaisuus ry		AR340766690994290688	Google	22	1	1840000	170000	2900	200
Dúró Dóra	Sipos 	191946490841225	Facebook	29	1	1835971	735000	4769	1733
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	55	1	1828945	712000	9734	1930
Dansk Folkeparti	Dansk Folkeparti	520449347983427	Facebook	11	1	1820989	780000	20900	6186
Departamentul Fonduri Europene al PSD	Partidul Social Democrat	1030472763816931	Facebook	8	1	1814992	806000	670	126
Liam Byrne	Liam Byrne MP	147894618876725	Facebook	58	1	1812942	392000	8958	578
Ben & Jerry's		147006749798	Facebook	4	1	1799996	850000	11496	2600
Κίνημα Αλλαγής	Κίνημα Αλλαγής	504891253213373	Facebook	5	1	1799995	820000	2995	900
MBRC		1853495178284518	Facebook	100	1	1799900	517000	16700	1700
Cseh Katalin - Momentum	Momentum Mozgalom	682448271826776	Facebook	37	1	1795963	617000	5462	2002
SPD-Bundestagsfraktion	SPD-Bundestagsfraktion	144380008933707	Facebook	65	1	1784935	407000	9235	700
Mutualité chrétienne (MC)	Mutualité chrétienne (MC)	180233078762668	Facebook	61	1	1779939	534000	9839	1500
2 Min Ecologie		433170297221149	Facebook	68	1	1771932	605000	19432	3500
WWF UK		311627208673	Facebook	108	1	1771892	692000	17695	1967
Route Auto		252868201731333	Facebook	9	1	1754991	831000	8191	1600
Igor Gräzin	Igor Gräzin	339367456669277	Facebook	29	1	1747971	688000	6071	800
VVD		121264564551002	Facebook	33	1	1741967	699000	6467	800
Pirkanmaan Kokoomus ry		AR571246318408695808	Google	12	1	1740000	170000	64550	1450
Colores Contra la Violencia		491948314339036	Facebook	42	1	1739958	618000	4958	200
ExxonMobil		925007000949719	Facebook	38	1	1737962	602000	16255	4005
Martin Hojsík • Progresívne Slovensko	Hojsik Martin	147166706140048	Facebook	59	1	1715941	507000	7441	400
Video News		329122497569429	Facebook	5	1	1704995	701000	1700	525
George Kyrtsos - Γιώργος Κύρτσος	DigitalWise Agency 	1413834448867079	Facebook	45	1	1701955	553000	5655	300
European GNSS Agency		128217567344601	Facebook	3	1	1699997	800000	6997	2000
Skandia		139767876088719	Facebook	3	1	1699997	800000	6482	1852
Go Canada Academic and Immigration Services		936478993111944	Facebook	3	1	1699997	800000	727	132
Treedom		316091912308	Facebook	38	1	1699962	601000	5362	400
CDU CSU Europa	CDU/CSU-Gruppe in der EVP-Fraktion im Europäischen Parlament	1790920000965539	Facebook	97	1	1694903	534000	14903	1600
Saco	Saco	133910158381	Facebook	36	1	1679964	345000	10229	2435
Friedrich-Naumann-Stiftung für die Freiheit		140889782312	Facebook	89	1	1676911	434000	18111	2600
Vouliwatch		627330267312880	Facebook	8	1	1674992	671000	3892	1600
Μαρία Σπυράκη		657782574275153	Facebook	39	1	1669961	579000	4261	100
OBYČAJNÍ ĽUDIA a nezávislé osobnosti	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	150674111712306	Facebook	25	1	1665975	606000	9075	2200
Открытые медиа. Инфометр		1246107138782307	Facebook	6	1	1659994	735000	785	161
Women for a People's Vote	Women for a People's Vote	235989320458995	Facebook	82	1	1658918	491000	20618	3124
France Soleil		1928798227141536	Facebook	12	1	1654988	796000	22588	7700
Morten Dahlin	Morten Dahlin	577345799101307	Facebook	178	1	1652822	392000	6051	1031
Labour South East	The Labour Party.	123817579216	Facebook	23	1	1650977	622000	23348	6248
Приоритети	БЗНС	1163987410423594	Facebook	57	1	1650943	591000	5735	178
Ujhelyi István dr.	MSZP	734217673259088	Facebook	31	1	1648969	659000	4051	1481
Σπύρος Ριζόπουλος	Spyridon Rizopoulos	2127727860849871	Facebook	54	1	1637946	410000	5346	0
Adrian Delia	Partit Nazzjonalista	1442808799090985	Facebook	21	1	1621979	610000	6479	1100
Kristdemokraterna	Kristdemokraterna	115198178364	Facebook	70	1	1619930	411000	12245	3417
MOST nezavisnih lista	MOST nezavisnih lista	388550077899912	Facebook	41	1	1618959	554000	5393	445
Izquierda Unida	Izquierda Unida	74858103866	Facebook	14	1	1614986	696000	6886	2200
Dominik Nepp	FPÖ-Wien	135953609780627	Facebook	20	1	1611980	685000	9580	3000
Gaia		182073298490036	Facebook	6	1	1606994	751000	14503	5785
Othmar Karas	Volkspartei	395638503864459	Facebook	442	1	1605558	327000	49358	1400
Global Game Changers		241198933439420	Facebook	5	1	1600995	800000	5870	1157
RSM MBA		110428762358678	Facebook	3	1	1599997	750000	5997	1200
DigitalOcean		149515305173840	Facebook	3	1	1599997	750000	9788	2225
Socialdemokratiet		AR237678679797268480	Google	33	1	1590000	140000	8400	750
Martin Beluský - kandidát na poslanca EP		2011031775831511	Facebook	42	1	1581958	493000	9758	1400
Voices for Refugees - أصوات لأجل اللاجئين		1601274913421469	Facebook	35	1	1575965	651000	8514	1157
Polska Fundacja im. Roberta Schumana		150617698324166	Facebook	36	1	1575964	396000	3527	674
Pavel Poc	Poc Pavel	202974613060409	Facebook	19	1	1574981	621000	4215	1158
Νίκος Ανδρουλάκης	Νίκος Ανδρουλάκης	216089191899991	Facebook	24	1	1570976	617000	4776	600
Avocadostore		312453876194	Facebook	55	1	1569945	362000	5445	0
Nature Index		145327659223282	Facebook	22	1	1565978	581000	2983	115
Européens Sans Frontières		668031516635463	Facebook	8	1	1559992	635000	2892	800
Antonio Silvio Calò	Antonio Silvio Calò	740380199679755	Facebook	24	1	1559976	544000	5176	700
