advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
JUNOS Studierende	JUNOS Studierende	231166380411824	Facebook	0_50	0 - 50	AT	Austria	49	1	1332851	334762	4833	0
Lukas Mandl	Verein VSM - Vorzugsstimmen für Mandl	436914289678818	Facebook	0_50	0 - 50	AT	Austria	189	1	1212018	323985	18652	0
NR KLUB JETZT	NR KLUB JETZT	833013456857401	Facebook	0_50	0 - 50	AT	Austria	73	1	914071	217321	7204	0
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	0_50	0 - 50	AT	Austria	313	1	739312	122617	30883	0
Barbara M. Thaler	Tiroler Volkspartei	1945277729020140	Facebook	0_50	0 - 50	AT	Austria	299	1	707491	96698	29508	0
SPÖ	SPÖ	77393060080	Facebook	0_50	0 - 50	AT	Austria	53	1	645925	171463	5230	0
OÖVP - die Oberösterreichische Volkspartei	Oberösterreichische Volkspartei	289163077789256	Facebook	0_50	0 - 50	AT	Austria	20	1	495433	125607	1973	0
Volkspartei Niederösterreich	Volkspartei Niederösterreich	185269004912086	Facebook	0_50	0 - 50	AT	Austria	57	1	427505	121594	5624	0
Sozialdemokratische Partei Europas	Sozialdemokratische Partei Europas	338549033673221	Facebook	0_50	0 - 50	AT	Austria	10	1	423667	120623	986	0
Stadt Wien	Stadt Wien	110971788921077	Facebook	0_50	0 - 50	AT	Austria	11	1	414694	85732	1085	0
GPA-djp	GPA-djp	214499840736	Facebook	0_50	0 - 50	AT	Austria	11	1	304039	75763	1085	0
kontrast.at	kontrast.at	1079650008770485	Facebook	0_50	0 - 50	AT	Austria	16	1	296059	85732	1579	0
Pamela Rendi-Wagner	SPÖ-Parlamentsklub	1673371229636129	Facebook	0_50	0 - 50	AT	Austria	14	1	275127	72772	1381	0
Die Grünen	Die Grünen	21759893033	Facebook	0_50	0 - 50	AT	Austria	8	1	270148	59813	789	0
Grüne Jugend - Grünalternative Jugend	Grüne Jugend - Grünalternative Jugend	533665483708070	Facebook	0_50	0 - 50	AT	Austria	14	1	262167	66791	1381	0
Thomas Stelzer	OÖVP - die Oberösterreichische Volkspartei	1786588968220782	Facebook	0_50	0 - 50	AT	Austria	12	1	260175	66791	1184	0
Claudia Gamon	NEOS	447992848717452	Facebook	0_50	0 - 50	AT	Austria	17	1	260170	78754	1677	0
KPÖ PLUS	KPÖ PLUS	849742871847407	Facebook	0_50	0 - 50	AT	Austria	13	1	247210	57818	1282	0
GRAS - Grüne & Alternative Student_innen	GRAS - Grüne & Alternative Student_innen	79935247286	Facebook	0_50	0 - 50	AT	Austria	6	1	179370	44843	591	0
European Parliament	European Parliament	178362315106	Facebook	0_50	0 - 50	AT	Austria	8	1	166472	32897	789	0
Wochenblick	Wochenblick	991628130904203	Facebook	0_50	0 - 50	AT	Austria	5	1	164481	35887	493	0
KSV Graz	KSV Graz	268242501289	Facebook	0_50	0 - 50	AT	Austria	56	1	160443	23925	5526	0
Alex Bernhuber	Niederösterreichischer Bauernbund	382872055842390	Facebook	0_50	0 - 50	AT	Austria	4	1	159498	34891	394	0
Sebastian Kurz	Volkspartei	105151752909840	Facebook	0_50	0 - 50	AT	Austria	3	1	149530	29906	296	0
Alma Zadic	NR KLUB JETZT	1891626681100935	Facebook	0_50	0 - 50	AT	Austria	34	1	123580	22928	3355	0
1Europa	Peter Glawischnig	320389701908367	Facebook	0_50	0 - 50	AT	Austria	14	1	120609	56822	1381	0
Die Grünen Steiermark	Die Grünen Steiermark	97997637890	Facebook	0_50	0 - 50	AT	Austria	23	1	120600	40872	2269	0
GRAS Innsbruck	Grüne & Alternative Student_innen	169544599829393	Facebook	0_50	0 - 50	AT	Austria	20	1	117612	24922	1973	0
Andreas Schieder	SPÖ	290881691011354	Facebook	0_50	0 - 50	AT	Austria	3	1	109654	24922	296	0
Greenpeace Österreich	Greenpeace Österreich	32984679070	Facebook	0_50	0 - 50	AT	Austria	31	1	106636	29906	3059	0
Europa-Wahl 2019	Michael Eisenriegler Bakk Phil	489866264465481	Facebook	0_50	0 - 50	AT	Austria	22	1	105648	20934	2171	0
Tiroler Volkspartei	Tiroler Volkspartei	217386655005525	Facebook	0_50	0 - 50	AT	Austria	3	1	104670	20934	296	0
Grüne Jugend Steiermark	Grüne Jugend Steiermark	278628109523836	Facebook	0_50	0 - 50	AT	Austria	3	1	104670	20934	296	0
NEOS Tirol	NEOS Tirol	459133680794363	Facebook	0_50	0 - 50	AT	Austria	3	1	104670	20934	296	0
Harald Vilimsky	FPÖ	547597092025909	Facebook	0_50	0 - 50	AT	Austria	10	1	100675	25919	986	0
Arbeit&Wirtschaft Magazin	Arbeit&Wirtschaft Magazin	312134126182731	Facebook	0_50	0 - 50	AT	Austria	6	1	89713	26915	592	0
KOSMO	KOSMO	191576624211837	Facebook	0_50	0 - 50	AT	Austria	7	1	89712	23925	690	0
Peter Hametner	Peter Hametner	388385461980020	Facebook	0_50	0 - 50	AT	Austria	6	1	84729	22928	592	0
Die Tiroler Grünen	Die Tiroler Grünen	112941499555	Facebook	0_50	0 - 50	AT	Austria	18	1	83720	21931	1776	0
NEOS	NEOS	327450964017497	Facebook	0_50	0 - 50	AT	Austria	4	1	79746	24922	394	0
FSG - Fraktion Sozialdemokratischer GewerkschafterInnen	GewerkschafterInnen in der SPÖ	364093897023468	Facebook	0_50	0 - 50	AT	Austria	6	1	75757	17943	592	0
SPÖ Oberösterreich	SPÖ Oberösterreich	208930355786005	Facebook	0_50	0 - 50	AT	Austria	5	1	70774	16947	493	0
Keinen Millimeter	Michael Dorner	356665748284436	Facebook	0_50	0 - 50	AT	Austria	3	1	69779	19937	296	0
Wolfram Pirchner	Österreichischer Seniorenbund	296676857050295	Facebook	0_50	0 - 50	AT	Austria	4	1	69778	16947	394	0
Amnesty International Austria	Amnesty International Austria	30925241455	Facebook	0_50	0 - 50	AT	Austria	3	1	64794	15950	296	0
SPÖ Obersteiermark Ost	SPÖ Obersteiermark Ost	639538052795950	Facebook	0_50	0 - 50	AT	Austria	4	1	64793	12959	394	0
Wilfried Haslauer	Salzburger Volkspartei	49835536470	Facebook	0_50	0 - 50	AT	Austria	2	1	59811	14953	197	0
Georg Strasser	Georg Strasser	1450886738334945	Facebook	0_50	0 - 50	AT	Austria	2	1	59811	14953	197	0
Josef Pühringer	OÖVP - die Oberösterreichische Volkspartei	47373762091	Facebook	0_50	0 - 50	AT	Austria	2	1	59811	14953	197	0
Europäisches Parlament Österreich	Europäisches Parlament Österreich	124468054313069	Facebook	0_50	0 - 50	AT	Austria	2	1	59811	14953	197	0
Nurten Yilmaz	Nurten Yilmaz	160128484173405	Facebook	0_50	0 - 50	AT	Austria	3	1	59810	11962	296	0
Die Grünen Oberösterreich	Die Grünen Oberösterreich	84955135551	Facebook	0_50	0 - 50	AT	Austria	2	1	54826	10965	197	0
Die Grünen Wien	Die Grünen Wien	88676876113	Facebook	0_50	0 - 50	AT	Austria	2	1	54826	10965	197	0
Wirtschaftsbund Österreich	Wirtschaftsbund Österreich	385183128166442	Facebook	0_50	0 - 50	AT	Austria	4	1	52831	9968	394	0
FPÖ Tirol - die Tiroler Freiheitlichen	FPÖ Tirol - die Tiroler Freiheitlichen	197677003596231	Facebook	0_50	0 - 50	AT	Austria	2	1	50839	9968	197	0
Maysara Soliman	Maysara Soliman	169929840584692	Facebook	0_50	0 - 50	AT	Austria	2	1	50839	9968	197	0
Max Hiegelsberger	OÖVP - die Oberösterreichische Volkspartei	943198402357632	Facebook	0_50	0 - 50	AT	Austria	1	1	49843	9968	98	0
FPÖ	FPÖ	169051073236170	Facebook	0_50	0 - 50	AT	Austria	1	1	49843	9968	98	0
Team Kurz	Volkspartei	1446536545429987	Facebook	0_50	0 - 50	AT	Austria	1	1	49843	9968	98	0
VSStÖ - Verband sozialistischer Student_innen	VSStÖ - Verband sozialistischer Student_innen	69881866093	Facebook	0_50	0 - 50	AT	Austria	1	1	49843	9968	98	0
Sozialistische Jugend Steiermark	Sozialistische Jugend Steiermark	132022020234948	Facebook	0_50	0 - 50	AT	Austria	1	1	49843	9968	98	0
