impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
5k_10k	5k - 10k	FI	Finland	Sosialidemokraatit SDP		108945982480217	Facebook	30	1	299824	149927	4168	300
5k_10k	5k - 10k	FI	Finland	Svenska folkpartiet i Finland - RKP	Svenska folkpartiet i Finland - RKP	191883307265	Facebook	23	1	229977	115000	2277	0
5k_10k	5k - 10k	FI	Finland	Piia Kurki	Piia Kurki	270567833058986	Facebook	9	1	89921	44965	890	0
5k_10k	5k - 10k	FI	Finland	Keskusta	Suomen Keskusta	55312855747	Facebook	9	1	88655	44332	877	0
5k_10k	5k - 10k	FI	Finland	Kokoomus	Kokoomus	201285237101	Facebook	8	1	79992	40000	1592	200
5k_10k	5k - 10k	FI	Finland	Miapetra Kumpula-Natri		922311201130062	Facebook	8	1	79991	39999	1816	267
5k_10k	5k - 10k	FI	Finland	Tuomas Tikkanen	Tikkanen Juho Tuomas	2139907472900957	Facebook	7	1	69993	35000	1093	100
5k_10k	5k - 10k	FI	Finland	Mikkel Näkkäläjärvi		617733068345315	Facebook	7	1	69992	34999	692	0
5k_10k	5k - 10k	FI	Finland	Antton Rönnholm	Rekilä Piia Annikki	575908612596562	Facebook	5	1	49995	25000	895	100
5k_10k	5k - 10k	FI	Finland	Olli Kotro Euroopan parlamenttiin 2019	Kauko Niko Aleksanteri	2211654885785838	Facebook	5	1	49995	25000	895	100
5k_10k	5k - 10k	FI	Finland	Greenpeace Suomi	Greenpeace Suomi	9227859351	Facebook	5	1	49995	25000	495	0
5k_10k	5k - 10k	FI	Finland	Vihreämpi planeetta		292971488047613	Facebook	5	1	49995	25000	833	277
5k_10k	5k - 10k	FI	Finland	Paula Aikio-Tallgren EU-vaaliehdokas	Pohjoisen asian osaajat ry	510346432432044	Facebook	5	1	49994	24999	494	0
5k_10k	5k - 10k	FI	Finland	Henna Virkkunen	Henna Virkkunen	120537424633927	Facebook	5	1	49994	24999	494	0
5k_10k	5k - 10k	FI	Finland	Christoffer Hällfors	Christoffer Hällfors	166764656737212	Facebook	5	1	49986	24995	494	0
5k_10k	5k - 10k	FI	Finland	Kaisa Penny		259256970891807	Facebook	5	1	49979	24992	494	0
5k_10k	5k - 10k	FI	Finland	Svensk Ungdom - RKP-nuoret		172659206933	Facebook	5	1	49380	24692	488	0
5k_10k	5k - 10k	FI	Finland	Janika Takatalo	Takatalo Janika Emmi Kristiina	1380023342235751	Facebook	4	1	39996	20000	396	0
5k_10k	5k - 10k	FI	Finland	Sameli Sivonen		466817883509788	Facebook	4	1	39996	20000	796	100
5k_10k	5k - 10k	FI	Finland	Timo Huhtamäki		2161903010535300	Facebook	4	1	39996	20000	352	0
5k_10k	5k - 10k	FI	Finland	Henrik Wickström	Wickström 2019	448116415229902	Facebook	4	1	39995	19999	395	0
5k_10k	5k - 10k	FI	Finland	Simo Grönroos	Gronroos Simo Juhani	445988248775782	Facebook	4	1	39995	20000	395	0
5k_10k	5k - 10k	FI	Finland	Filip Björklöf	Filip Björklöfs understödsförening	432450826819256	Facebook	4	1	39995	19999	395	0
5k_10k	5k - 10k	FI	Finland	Harri Salonen		610646839145678	Facebook	4	1	39995	19999	395	0
5k_10k	5k - 10k	FI	Finland	XAMK - Kaakkois-Suomen ammattikorkeakoulu		1713318895550712	Facebook	4	1	39995	19999	395	0
5k_10k	5k - 10k	FI	Finland	Kansanedustaja Mika Niikko		140130819391744	Facebook	4	1	39995	19999	795	100
5k_10k	5k - 10k	FI	Finland	European Parliament		178362315106	Facebook	5	1	39982	19993	395	0
5k_10k	5k - 10k	FI	Finland	Mirja Vehkaperä	Vehkaperä Mirja Tellervo	237130593122439	Facebook	3	1	29997	15000	697	100
5k_10k	5k - 10k	FI	Finland	Mia Haglund	Mia Haglund MEPiksi -kampanja	252498358197157	Facebook	3	1	29997	15000	297	0
5k_10k	5k - 10k	FI	Finland	Elsi Katainen		190042298268350	Facebook	3	1	29997	15000	297	0
5k_10k	5k - 10k	FI	Finland	Yannick Lahti		1779172592405294	Facebook	3	1	29997	14999	297	0
5k_10k	5k - 10k	FI	Finland	Pekka Shemeikka	Nokela Matti Juhani Philip	591986911282315	Facebook	3	1	29997	15000	297	0
5k_10k	5k - 10k	FI	Finland	Savo-Karjalan vihreät		160515170666877	Facebook	3	1	29997	15000	297	0
5k_10k	5k - 10k	FI	Finland	Silvia Modig		181926121838325	Facebook	3	1	29997	15000	297	0
5k_10k	5k - 10k	FI	Finland	Hanna Holopainen		149856248393583	Facebook	3	1	29997	15000	264	0
5k_10k	5k - 10k	FI	Finland	Porin Vasemmisto		180935698653271	Facebook	3	1	29997	15000	297	0
5k_10k	5k - 10k	FI	Finland	Eurovaaliehdokas Kari Kallonen	Kallonen Kari Markku	2130226653737235	Facebook	3	1	29996	14999	296	0
5k_10k	5k - 10k	FI	Finland	Eurooppalainen Suomi ry	Eurooppalainen Suomi ry	163903613685550	Facebook	3	1	29996	14999	696	99
5k_10k	5k - 10k	FI	Finland	Perussuomalaiset	Perussuomalaiset	181106108341	Facebook	3	1	29996	14999	1096	200
5k_10k	5k - 10k	FI	Finland	Vasemmistoliitto		60390955171	Facebook	3	1	29995	14999	696	100
5k_10k	5k - 10k	FI	Finland	Anna Jungner-Nordgren		126206450772264	Facebook	3	1	29994	14998	296	0
5k_10k	5k - 10k	FI	Finland	Aura Salla		357502994332188	Facebook	3	1	29987	14995	296	0
5k_10k	5k - 10k	FI	Finland	Vihreät - De Gröna		33722070600	Facebook	3	1	29596	14799	293	0
5k_10k	5k - 10k	FI	Finland	Anton Nilsson		290501338278566	Facebook	3	1	29256	14629	289	0
5k_10k	5k - 10k	FI	Finland	Ida Schauman	Schauman Ida Emilia Axelsdotter	1449434138617787	Facebook	2	1	19998	10000	198	0
5k_10k	5k - 10k	FI	Finland	Silja Borgarsdóttir Sandelin	Svenska folkpartiet i Finland - RKP	145265965535213	Facebook	2	1	19998	10000	198	0
5k_10k	5k - 10k	FI	Finland	Teuvo Hatva - eurovaaliehdokas	Maury Aino Maija	948715928850182	Facebook	2	1	19998	10000	198	0
5k_10k	5k - 10k	FI	Finland	Petri Sarvamaa	Petri Sarvamaa	164624737027350	Facebook	2	1	19998	10000	998	200
5k_10k	5k - 10k	FI	Finland	Saara Hyrkkö		250829455020050	Facebook	2	1	19998	10000	197	0
5k_10k	5k - 10k	FI	Finland	Timo Heinonen - kansanedustaja		271130619606974	Facebook	2	1	19998	10000	598	100
5k_10k	5k - 10k	FI	Finland	Liike Nyt		194677504471503	Facebook	2	1	19998	10000	998	200
5k_10k	5k - 10k	FI	Finland	Tanja Vahvelainen kansanedustajaehdokas		653005468206971	Facebook	2	1	19998	10000	198	0
5k_10k	5k - 10k	FI	Finland	Elmaci 2019		2292739520955127	Facebook	2	1	19998	10000	198	0
5k_10k	5k - 10k	FI	Finland	Suomen luonnonsuojeluliitto		220884089007	Facebook	2	1	19998	10000	198	0
5k_10k	5k - 10k	FI	Finland	Jenni Pitko		429466253758989	Facebook	2	1	19998	10000	198	0
5k_10k	5k - 10k	FI	Finland	Pia Lohikoski		209080945038	Facebook	2	1	19998	10000	198	0
5k_10k	5k - 10k	FI	Finland	Inka Hopsu		168275609876566	Facebook	2	1	19998	10000	229	0
5k_10k	5k - 10k	FI	Finland	Mikael Ropo	Ropo Mikael Leo Olavi	286521901512868	Facebook	2	1	19997	9999	197	0
5k_10k	5k - 10k	FI	Finland	Camilla Gunell till EU 2019		360575481205047	Facebook	2	1	19997	9999	198	0
5k_10k	5k - 10k	FI	Finland	Christoffer Ingo		803386486399268	Facebook	2	1	19997	10000	198	0
5k_10k	5k - 10k	FI	Finland	Finanssiala		200454706659092	Facebook	2	1	19997	9999	197	0
5k_10k	5k - 10k	FI	Finland	SLC		126812894035597	Facebook	2	1	19997	9999	197	0
5k_10k	5k - 10k	FI	Finland	Sirpa Pietikäinen	Sirpa Pietikäinen	140188405326	Facebook	2	1	19986	9994	542	88
5k_10k	5k - 10k	FI	Finland	Suomen Punainen Risti		116399773126	Facebook	2	1	19984	9993	597	99
5k_10k	5k - 10k	FI	Finland	DriveNow		1495041160538450	Facebook	2	1	19953	9977	197	0
5k_10k	5k - 10k	FI	Finland	Pirkko Vihko		2384976475054673	Facebook	2	1	19898	9950	197	0
5k_10k	5k - 10k	FI	Finland	Finlands svenska socialdemokrater - FSD		174819292560785	Facebook	2	1	19813	9907	196	0
5k_10k	5k - 10k	FI	Finland	Mauri Pekkarinen	Mauri Pekkarinen	177939666416553	Facebook	1	1	9999	5000	98	0
5k_10k	5k - 10k	FI	Finland	Mikko Ohela		201647537374497	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Catharina von Schoultz - politik - sfp/rkp	Von Schoultz Catharina Gabriella Elisabeth	1745255925752597	Facebook	1	1	9999	5000	499	100
5k_10k	5k - 10k	FI	Finland	Make.org	Make.org	122037308191612	Facebook	1	1	9999	4999	98	0
5k_10k	5k - 10k	FI	Finland	Euroopan komissio Suomessa - Europeiska kommissionen i Finland	Euroopan komissio Suomessa - Europeiska kommissionen i Finland	139489762782508	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Suomen Lähetysseura	Suomen Lähetysseura	8265674748	Facebook	1	1	9999	4999	98	0
5k_10k	5k - 10k	FI	Finland	Janne Kaisanlahti		309381625805373	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Sami Säynevirta		364635700968341	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Teuvo Hakkarainen		198979100169761	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Anna Mäkipää	Mäkipää Anna Marjatta	410045932385582	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Petra Schulze Steinen		266912807301110	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Jaana Ylitalo - Neuvottelijasi Euroopassa	Jaana Ylitalon eurovaalitukiryhmä	1201709293325428	Facebook	1	1	9999	5000	499	100
5k_10k	5k - 10k	FI	Finland	Ida-Maria Skytte	Skytte Sofia Ida-Maria	1854582881493142	Facebook	1	1	9999	5000	499	100
5k_10k	5k - 10k	FI	Finland	Riku Eskelinen	Riku Eskelisen eurovaalien tukiyhdistys Herttoniemen Keskustaseura ry	312837175579728	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Eero Heinäluoma		232815610172259	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Eurooppanuoret (JEF-Finland)	Eurooppanuoret ry	296668661689	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	University of Helsinki		200739723082	Facebook	1	1	9999	4999	99	0
5k_10k	5k - 10k	FI	Finland	Vasemmistonuoret		302480422335	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Oras Tynkkynen		23412116818	Facebook	1	1	9999	5000	499	100
5k_10k	5k - 10k	FI	Finland	Jarno Strengell eduskuntavaaliehdokas 14.4.2019		307784380044908	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Maria Ohisalo		260320667414347	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Tuija Leivo-Rintakorpi nro 109 eduskuntaan Vaasan vaalipiiristä		1185687531598211	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Johanna Karjula		460881870610568	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Veronica Rehn-Kivi		1569608096585241	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Jaakko Mustakallio		329520117139440	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Heli Hämäläinen - Vihreät		394230034302293	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Atte Harjanne		222702171440856	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Sandra Bergqvist		1684264761693515	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Janne Heikkinen		351679088241560	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Eurooppademarit - Tähti		1539550776282267	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Annina Ruottu Poliitikko	Ruottu Annina Marita	397942560273366	Facebook	1	1	9999	5000	499	100
5k_10k	5k - 10k	FI	Finland	Aku Autio, eduskuntavaaliehdokas		343943635698964	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Senni Martikainen		617885081728247	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Kalle Kiili eduskuntaan		525884224104967	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Simon Granroth		205605269911704	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Antti Häkkänen		1413586768888451	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Atte Kaleva		293156734202539	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Pilvi Torsti		148604678501169	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	PHJ Jäte on kaunis		1518200821764311	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Porvoon Vasemmisto		449437091752029	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Mikael Holmberg		2115418481885183	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Katju Aro		1833156153607042	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Jukka Paananen		1441184239228051	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Petri Nieminen		221546168309213	Facebook	1	1	9999	5000	499	100
5k_10k	5k - 10k	FI	Finland	Liban Sheikh		302959147221497	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Utua		1491186184489233	Facebook	1	1	9999	4999	99	0
5k_10k	5k - 10k	FI	Finland	Said Moradi - Ääni kaikille		225438588409098	Facebook	1	1	9999	5000	499	100
5k_10k	5k - 10k	FI	Finland	Saara Ilvessalo		113016908725865	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Antti Lindtman		173116522742529	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Daniel Rahman		531974257265096	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Helsingin Vihreät		180192098660221	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	METAL SPORT		283686174845	Facebook	1	1	9999	5000	88	0
5k_10k	5k - 10k	FI	Finland	Otto Andersson		1425108367791147	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Ozan Yanar		730847103593100	Facebook	1	1	9999	5000	499	100
5k_10k	5k - 10k	FI	Finland	Heta Tuura		369861030222943	Facebook	1	1	9999	5000	499	100
5k_10k	5k - 10k	FI	Finland	Tiina Haapala kansanedustajaehdokas		388230268408380	Facebook	1	1	9999	5000	499	100
5k_10k	5k - 10k	FI	Finland	Katariina Pylsy eduskuntaan		1445410448923401	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Naisasialiitto Unioni		114085888617511	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Teija Makkonen - Liike Nyt		421634078605358	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Tarja Uusipaasto Jämsän kaupunginvaltuutettu, eduskuntavaaliehdokas		189055498286612	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Kirkon Ulkomaanapu		111005869699	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Saara Hanhela eduskuntaan - äänestäisitkö minua?		216117605458995	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Koulutustaprkl		367123583879830	Facebook	1	1	9999	5000	99	0
5k_10k	5k - 10k	FI	Finland	Europe Beyond Coal		580040902430913	Facebook	1	1	9999	5000	98	0
