advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	brod_posavina_county_HR	Brod-Posavina County, Croatia	29	1	247618	114749	790	183
SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	brod_posavina_county_HR	Brod-Posavina County, Croatia	59	1	217758	95472	304	21
Građani za Mislava Kolakušića	Kolakusic Mislav	374159272978399	Facebook	brod_posavina_county_HR	Brod-Posavina County, Croatia	26	1	90925	31811	127	7
European Greens		141366725876424	Facebook	brod_posavina_county_HR	Brod-Posavina County, Croatia	33	1	88345	36508	204	55
MOST nezavisnih lista	MOST nezavisnih lista	388550077899912	Facebook	brod_posavina_county_HR	Brod-Posavina County, Croatia	39	1	80066	28888	241	23
Dr. sc. Tomislav Sokol	HDZ - Hrvatska demokratska zajednica	136900153422435	Facebook	brod_posavina_county_HR	Brod-Posavina County, Croatia	11	1	67661	15966	149	3
Karlo Ressler	HDZ - Hrvatska demokratska zajednica	272201060331942	Facebook	brod_posavina_county_HR	Brod-Posavina County, Croatia	45	1	63437	21133	240	3
Ruža Tomašić		1434305366791182	Facebook	brod_posavina_county_HR	Brod-Posavina County, Croatia	38	1	61875	14734	156	0
Nikolina Brnjac	HDZ - Hrvatska demokratska zajednica	287054392229717	Facebook	brod_posavina_county_HR	Brod-Posavina County, Croatia	7	1	57118	11745	121	0
Možemo - politička platforma	Možemo - politička platforma	1064762700374086	Facebook	brod_posavina_county_HR	Brod-Posavina County, Croatia	24	1	55831	21080	137	25
Saša Poljanec-Borić	Hrvatska socijalno liberalna stranka	1914254365351413	Facebook	brod_posavina_county_HR	Brod-Posavina County, Croatia	26	1	42667	11089	108	7
Valter Flego	Valter Flego	441675022557503	Facebook	brod_posavina_county_HR	Brod-Posavina County, Croatia	7	1	38422	14886	63	9
GLAS Građansko-liberalni savez	GLAS Građansko-liberalni savez	231052047413325	Facebook	brod_posavina_county_HR	Brod-Posavina County, Croatia	3	1	34422	11535	40	4
Educiraj = Recikliraj		360491234496513	Facebook	brod_posavina_county_HR	Brod-Posavina County, Croatia	3	1	33659	9403	158	0
Kialo		729627343834501	Facebook	brod_posavina_county_HR	Brod-Posavina County, Croatia	300	1	32895	13822	141	36
Stjepan Ribić	HDZ - Hrvatska demokratska zajednica	451335681696047	Facebook	brod_posavina_county_HR	Brod-Posavina County, Croatia	10	1	26468	11500	96	10
Eclectica		1379977375431894	Facebook	brod_posavina_county_HR	Brod-Posavina County, Croatia	1	1	25650	12825	114	22
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	brod_posavina_county_HR	Brod-Posavina County, Croatia	48	1	22513	10541	56	15
Ivana Nikolić Popović	Nikolić Popović Ivana	160505204050427	Facebook	brod_posavina_county_HR	Brod-Posavina County, Croatia	16	1	21847	5986	57	0
Electrolux Hrvatska		1229501663771543	Facebook	brod_posavina_county_HR	Brod-Posavina County, Croatia	3	1	19273	9636	14	0
Bandić Milan 365 - Stranka rada i solidarnosti		350640391803012	Facebook	brod_posavina_county_HR	Brod-Posavina County, Croatia	1	1	19191	7676	17	3
Zoran Bahtijarević		2195720960680577	Facebook	brod_posavina_county_HR	Brod-Posavina County, Croatia	4	1	17145	8174	49	9
Hrvatska narodna stranka - liberalni demokrati (HNS)	Hrvatska narodna stranka - liberalni demokrati (HNS)	139606619434725	Facebook	brod_posavina_county_HR	Brod-Posavina County, Croatia	9	1	16740	5839	38	3
Jozo Radoš	Jozo Radoš	446717938731095	Facebook	brod_posavina_county_HR	Brod-Posavina County, Croatia	16	1	15886	3544	122	15
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	brod_posavina_county_HR	Brod-Posavina County, Croatia	59	1	10965	4447	30	6
Greenpeace Hrvatska	Greenpeace Hrvatska	359170097532754	Facebook	brod_posavina_county_HR	Brod-Posavina County, Croatia	10	1	10836	3310	27	1
Stjepan Čuraj		1528272037424751	Facebook	brod_posavina_county_HR	Brod-Posavina County, Croatia	3	1	10272	3811	37	5
Miro Bulj	MOST nezavisnih lista	1252295741481540	Facebook	brod_posavina_county_HR	Brod-Posavina County, Croatia	3	1	9833	3537	12	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	brod_posavina_county_HR	Brod-Posavina County, Croatia	29	1	9399	3819	17	3
Goran Pauk	HDZ - Hrvatska demokratska zajednica	581489628528785	Facebook	brod_posavina_county_HR	Brod-Posavina County, Croatia	4	1	9072	3628	39	2
