advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Harald Vilimsky		547597092025909	Facebook	lower_austria_AT	Lower Austria, Austria	177	1	1986923	846220	20485	4660
SPÖ	SPÖ	77393060080	Facebook	lower_austria_AT	Lower Austria, Austria	704	1	1942995	616450	17787	2555
Günther Sidl	BSA Niederösterreich	806694216374998	Facebook	lower_austria_AT	Lower Austria, Austria	19	1	1119981	442000	4581	1500
European Parliament		178362315106	Facebook	lower_austria_AT	Lower Austria, Austria	116	1	933960	395135	8839	2444
Andreas Schieder	SPÖ	290881691011354	Facebook	lower_austria_AT	Lower Austria, Austria	167	1	706558	230082	5811	1134
Claudia Gamon	NEOS	447992848717452	Facebook	lower_austria_AT	Lower Austria, Austria	149	1	659111	230960	5120	753
kontrast.at	kontrast.at	1079650008770485	Facebook	lower_austria_AT	Lower Austria, Austria	114	1	608055	247976	3216	1016
Alex Bernhuber	Niederösterreichischer Bauernbund	382872055842390	Facebook	lower_austria_AT	Lower Austria, Austria	163	1	511025	113382	16215	391
HC Strache	FPÖ	74865038590	Facebook	lower_austria_AT	Lower Austria, Austria	72	1	497873	209288	3244	855
Europäisches Parlament Österreich		124468054313069	Facebook	lower_austria_AT	Lower Austria, Austria	35	1	487794	203691	2042	644
Greenpeace Österreich	Greenpeace Österreich	32984679070	Facebook	lower_austria_AT	Lower Austria, Austria	580	1	471238	137837	5739	141
Unser Niederösterreich	Unser Niederösterreich	469284460250113	Facebook	lower_austria_AT	Lower Austria, Austria	84	1	450916	118000	8316	0
Europäische Kommission - Vertretung in Österreich		187626534620326	Facebook	lower_austria_AT	Lower Austria, Austria	21	1	298726	123003	511	85
Lukas Mandl	Verein VSM - Vorzugsstimmen für Mandl	436914289678818	Facebook	lower_austria_AT	Lower Austria, Austria	119	1	292972	72352	6483	75
Die Grünen	Die Grünen	21759893033	Facebook	lower_austria_AT	Lower Austria, Austria	112	1	292222	106248	2056	435
European Greens		141366725876424	Facebook	lower_austria_AT	Lower Austria, Austria	41	1	242583	109057	1624	429
FSG Niederösterreich		420116701402151	Facebook	lower_austria_AT	Lower Austria, Austria	1	1	199999	100000	499	100
FPÖ	FPÖ	169051073236170	Facebook	lower_austria_AT	Lower Austria, Austria	16	1	181094	67983	1519	355
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	lower_austria_AT	Lower Austria, Austria	164	1	173492	35291	3136	100
Dominik Nepp		135953609780627	Facebook	lower_austria_AT	Lower Austria, Austria	49	1	165760	58112	1799	305
Othmar Karas	Volkspartei	395638503864459	Facebook	lower_austria_AT	Lower Austria, Austria	339	1	161140	26746	6694	103
Johann Gudenus		104145976305577	Facebook	lower_austria_AT	Lower Austria, Austria	26	1	144232	59853	870	172
Wirtschaftskammer		125946327466544	Facebook	lower_austria_AT	Lower Austria, Austria	157	1	135136	34180	1746	95
Austrian World Summit	R2o Austria & EU	1852365868311086	Facebook	lower_austria_AT	Lower Austria, Austria	145	1	135003	24032	4554	27
FPÖ Niederösterreich	FPÖ Niederösterreich	150623338441911	Facebook	lower_austria_AT	Lower Austria, Austria	15	1	120535	24260	1275	234
