week_code_filter	week_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w003	Week 3	Britain's Future	Britain's Future	1625300137516491	Facebook	436	1	5297714	1541739	58819	7201
w003	Week 3	People's Vote UK	People's Vote	748608695327755	Facebook	384	1	3687395	1199144	76055	10812
w003	Week 3	The Labour Party	The Labour Party	25749647410	Facebook	17	1	2893319	1218333	20196	5940
w003	Week 3	Best For Britain	Best for Britain	1863944713844924	Facebook	76	1	2752035	1252663	26139	7647
w003	Week 3	We are the 52%	We are the 52%	466744973727718	Facebook	33	1	2031537	770065	4875	609
w003	Week 3	Kialo		729627343834501	Facebook	4	1	2000996	900000	9431	1869
w003	Week 3	Liberal Democrats	the Liberal Democrats	5883973269	Facebook	52	1	1252390	409738	14414	3494
w003	Week 3	Plan International Sverige		382243262003	Facebook	81	1	1178034	446708	11800	2990
w003	Week 3	Greenpeace France		39435457457	Facebook	18	1	938982	382000	7482	1200
w003	Week 3	CIWF Italia		576664002355828	Facebook	5	1	799995	320000	6595	1300
w003	Week 3	Kyriakos Mitsotakis		34848567724	Facebook	6	1	774995	340000	1895	500
w003	Week 3	Alex Salmond	Slainte Media	136191876445102	Facebook	3	1	666664	283333	1076	192
w003	Week 3	MDM Deutsche Münze		126866220711392	Facebook	2	1	549998	210000	598	100
w003	Week 3	European Commission		107898832590939	Facebook	4	1	519998	247999	2638	640
w003	Week 3	Greenpeace Greece	Greenpeace Greece	31324524225	Facebook	5	1	514995	256000	895	100
w003	Week 3	PolEXIT		2001582129931761	Facebook	2	1	500181	250000	585	116
w003	Week 3	Fibrenew International		108329495874655	Facebook	1	1	499999	200000	8900	4450
w003	Week 3	Stop Cambio Climático		124967441456981	Facebook	5	1	493608	220944	964	177
w003	Week 3	Roberta Metsola		406824526101449	Facebook	15	1	492766	187861	4154	643
w003	Week 3	Perseus Apparel		1112003955624720	Facebook	11	1	469989	100000	969	0
w003	Week 3	Ben Houchen - Tees Valley Mayor	Ben Houchen	1934566156780439	Facebook	10	1	462740	155400	4288	810
w003	Week 3	COP23		1812087282376505	Facebook	1	1	454545	227272	201	40
w003	Week 3	London Labour Party	The London Labour Party 	474613052643462	Facebook	13	1	430207	179897	1576	456
w003	Week 3	Leave Means Leave	Leave Means Leave	1705780739687918	Facebook	9	1	409990	84999	3808	694
w003	Week 3	Scientists for EU	Scientists for EU	642444842524195	Facebook	8	1	399383	114756	1489	172
w003	Week 3	The Week UK	The Week	177855115588808	Facebook	25	1	366975	134000	3326	115
w003	Week 3	38 Degrees	38 Degrees	200006375787	Facebook	29	1	353618	153336	3131	251
w003	Week 3	350.org		12185972707	Facebook	20	1	322490	68249	1794	244
w003	Week 3	Pela Case		119283008140727	Facebook	6	1	299994	60000	659	66
w003	Week 3	WeWorld Onlus		299584710061488	Facebook	32	1	268604	80894	2762	15
w003	Week 3	Banque mondiale		155174084508744	Facebook	35	1	264160	112632	454	38
w003	Week 3	InFacts	InFacts	678120165658753	Facebook	11	1	244993	53500	1496	173
w003	Week 3	Rädda Barnen		72659261793	Facebook	10	1	239990	54000	1027	314
w003	Week 3	Simple Politics		1052029294841900	Facebook	2	1	229569	91827	530	265
w003	Week 3	SF Amager KBH		262391220488874	Facebook	16	1	226984	103000	1644	696
w003	Week 3	Kaar Kaas Sonn		215255338679306	Facebook	2	1	225806	90322	39	0
w003	Week 3	Μανώλης Κεφαλογιάννης / Manolis Kefalogiannis		51638783172	Facebook	5	1	224995	45000	445	0
w003	Week 3	Plaid Cymru	Plaid Cymru	26416930992	Facebook	5	1	222588	80223	1104	271
w003	Week 3	Harald Vilimsky		547597092025909	Facebook	4	1	219998	88333	2031	400
w003	Week 3	NT Live	NT Live	107334993856	Facebook	66	1	216979	66562	2919	144
w003	Week 3	Dr Sannas		432084333637525	Facebook	12	1	205565	50515	2106	421
w003	Week 3	ABB Formula E		490941397612413	Facebook	1	1	199999	100000	577	115
w003	Week 3	Noah and Jordan: Comedy Duo		915323881890928	Facebook	1	1	199999	100000	577	115
w003	Week 3	Progress	Progress Ltd	160136337364839	Facebook	11	1	195988	45000	1260	0
w003	Week 3	Johan Van Overtveldt		275607285891320	Facebook	1	1	194444	77777	388	194
w003	Week 3	Martynas Nagevičius / LRLS Sostinės liberalai		1146633232128220	Facebook	21	1	178053	45666	1361	61
w003	Week 3	More United	More United	618113871680733	Facebook	3	1	171426	48571	1518	281
w003	Week 3	Nick4Mayor	Nick Forbes for North of Tyne Mayor Campaign	1223209701167500	Facebook	5	1	169995	40000	572	0
w003	Week 3	Geert Bourgeois	Nieuw-Vlaamse Alliantie	649429725077632	Facebook	2	1	158331	79166	1581	791
