country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
HR	Croatia	f	female	2839	722	18829637	7030671	63249	7207
HR	Croatia	m	male	2666	709	21066731	7545816	74432	7455
HR	Croatia	u	unknown	2513	666	306405	113775	1106	123
