spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	MT	Malta	3556	698	26450216	6954520	167247	18
50_100	50 - 100	MT	Malta	3799	678	410444	127472	2837	343
100_1k	100 - 1k	MT	Malta	1003	273	16025145	7186873	63295	14318
1k_5k	1k - 5k	MT	Malta	101	37	2924922	1291313	23148	4690
5k_10k	5k - 10k	MT	Malta	10	6	27014	12701	322	71
10k_50k	10k - 50k	MT	Malta	1	1	3932	1966	175	35
